Time,CellId,RNTI,BWPId,SINR(dB)
1.1805,2,4,0,21.5406
1.1805,4,4,0,20.0131
1.18064,2,3,0,9.5868
1.18064,4,3,0,0.515421
1.18079,2,2,0,11.6345
1.18079,4,2,0,11.4703
1.18093,2,1,0,9.3075
1.18093,4,1,0,57.2711
1.18129,2,5,0,76.1405
1.18143,2,4,0,83.7034
1.18157,2,3,0,74.1078
1.18171,2,2,0,74.6945
1.18186,2,1,0,84.1845
1.18193,4,4,0,72.1188
1.18229,2,5,0,22.5837
1.18229,4,5,0,23.263
1.1825,2,4,0,21.6624
1.1825,4,4,0,20.256
1.18264,2,3,0,9.57853
1.18264,4,3,0,0.347714
1.18279,2,2,0,11.4644
1.18279,4,2,0,11.4491
1.18293,2,1,0,9.30065
1.18293,4,1,0,57.2333
1.18329,2,5,0,76.5849
1.1835,2,4,0,84.2008
1.18364,2,3,0,74.5484
1.18379,2,2,0,75.0468
1.18386,4,3,0,23.2832
1.18393,2,1,0,84.9906
1.18493,2,2,0,10.7702
1.18493,4,5,0,78.753
1.18493,4,4,0,81.9732
1.18493,4,3,0,70.6298
1.18493,4,2,0,73.083
1.18593,2,2,0,10.7709
1.18593,4,5,0,78.7716
1.18593,4,4,0,81.834
1.18593,4,3,0,70.6279
1.18593,4,2,0,73.1345
1.18629,4,5,0,68.8658
1.1865,4,4,0,71.8827
1.18664,4,3,0,60.733
1.18679,4,2,0,65.9588
1.18693,2,5,0,28.853
1.18693,2,4,0,35.6138
1.18693,2,3,0,24.4102
1.18693,2,2,0,25.338
1.18693,2,1,0,35.1736
1.18693,4,1,0,74.8949
1.18793,2,5,0,22.8716
1.18793,2,4,0,21.8361
1.18793,2,3,0,7.82791
1.18793,2,1,0,9.08552
1.18793,4,5,0,21.7635
1.18793,4,4,0,17.0955
1.18793,4,3,0,0.459535
1.18793,4,2,0,6.38557
1.18829,4,5,0,78.8334
1.1885,4,4,0,82.6407
1.18864,4,3,0,71.4706
1.18879,4,2,0,74.1035
1.18893,2,2,0,25.5221
1.18893,4,1,0,85.4228
1.18929,4,5,0,78.8333
1.1895,4,4,0,82.7369
1.18964,4,3,0,71.4474
1.18979,4,2,0,74.0865
1.18993,2,2,0,25.6424
1.18993,4,1,0,85.4907
1.19029,2,5,0,22.7268
1.19029,4,5,0,23.206
1.19043,4,4,0,19.7784
1.1905,2,4,0,34.981
1.19057,4,3,0,23.9809
1.19064,2,3,0,27.0583
1.19071,4,2,0,26.265
1.19079,2,2,0,27.2705
1.19086,4,1,0,57.052
1.19093,2,1,0,79.9621
1.19129,2,5,0,75.6072
1.1915,2,4,0,83.2822
1.19164,2,3,0,73.7605
1.19179,2,2,0,73.9
1.19193,4,3,0,22.2028
1.19193,4,2,0,22.5422
1.19193,2,1,0,83.5269
1.19293,2,3,0,5.1283
1.19293,4,3,0,69.386
1.19293,4,2,0,68.4425
1.19329,2,5,0,22.744
1.19329,4,5,0,23.2504
1.1935,2,4,0,21.6372
1.1935,4,4,0,19.7173
1.19364,2,3,0,9.37227
1.19364,4,3,0,0.0894301
1.19379,2,2,0,11.3385
1.19379,4,2,0,11.7121
1.19393,2,1,0,9.05839
1.19393,4,1,0,57.2807
1.19429,2,5,0,22.9436
1.19429,4,5,0,23.3459
1.1945,2,4,0,21.4639
1.1945,4,4,0,19.7924
1.19464,2,3,0,9.38851
1.19464,4,3,0,-0.101116
1.19479,2,2,0,11.3263
1.19479,4,2,0,11.6923
1.19493,2,1,0,8.97565
1.19493,4,1,0,57.0427
1.19593,2,5,0,21.9849
1.19593,2,3,0,8.44237
1.19593,4,5,0,76.2903
1.19593,4,4,0,78.884
1.19593,4,3,0,67.5669
1.19593,4,2,0,71.1374
1.19629,4,5,0,71.9966
1.1965,4,4,0,74.8896
1.19664,4,3,0,63.7057
1.19679,4,2,0,69.1364
1.19693,2,5,0,29.0502
1.19693,2,4,0,35.1986
1.19693,2,3,0,24.6228
1.19693,2,1,0,34.888
1.19693,4,1,0,78.239
1.19729,2,5,0,76.8233
1.1975,2,4,0,83.9909
1.19764,2,3,0,74.6841
1.19779,2,2,0,74.857
1.19793,4,3,0,22.8776
1.19793,2,1,0,84.45
1.19893,2,4,0,81.6701
1.19893,2,2,0,73.3929
1.19893,4,3,0,-2.59913
1.19993,2,4,0,18.4667
1.19993,2,2,0,10.3463
1.19993,4,5,0,76.7607
1.19993,4,4,0,79.2266
1.19993,4,3,0,67.8898
1.19993,4,2,0,72.2951
1.20029,2,5,0,76.8011
1.2005,2,4,0,83.8856
1.20064,2,3,0,74.5843
1.20079,2,2,0,74.6432
1.20093,4,4,0,33.5047
1.20093,2,1,0,84.3462
1.20129,2,5,0,75.49
1.2015,2,4,0,82.6375
1.20164,2,3,0,73.4085
1.20179,2,2,0,73.4471
1.20186,4,3,0,23.0073
1.20186,4,2,0,20.825
1.20193,2,1,0,83.4291
1.20229,2,5,0,23.1973
1.20229,4,5,0,23.202
1.2025,2,4,0,21.0738
1.2025,4,4,0,19.3704
1.20264,2,3,0,9.505
1.20264,4,3,0,-0.202952
1.20279,2,2,0,11.2756
1.20279,4,2,0,12.1556
1.20293,2,1,0,9.10459
1.20293,4,1,0,56.9364
1.20329,2,5,0,76.9495
1.2035,2,4,0,83.8779
1.20364,2,3,0,74.4654
1.20379,2,2,0,74.6849
1.20393,4,3,0,22.627
1.20393,2,1,0,84.2486
1.20429,4,5,0,78.7196
1.2045,4,4,0,81.9662
1.20464,4,3,0,71.1389
1.20479,4,2,0,74.1796
1.20493,2,2,0,25.301
1.20493,4,1,0,85.6079
1.20529,2,5,0,23.204
1.20529,4,5,0,22.9976
1.2055,2,4,0,21.059
1.2055,4,4,0,19.2029
1.20564,2,3,0,9.6465
1.20564,4,3,0,-0.483796
1.20579,2,2,0,11.3231
1.20579,4,2,0,12.3108
1.20593,2,1,0,9.15875
1.20593,4,1,0,56.69
1.20629,2,5,0,23.221
1.20629,4,5,0,22.9327
1.2065,2,4,0,20.8898
1.2065,4,4,0,19.142
1.20664,2,3,0,9.56945
1.20664,4,3,0,-0.512687
1.20679,2,2,0,11.1699
1.20679,4,2,0,12.2892
1.20693,2,1,0,9.22808
1.20693,4,1,0,56.905
1.20793,2,5,0,74.7267
1.20793,2,4,0,82.1228
1.20793,2,3,0,71.4959
1.20793,2,1,0,81.9173
1.20793,4,5,0,21.5182
1.20793,4,3,0,0.343081
1.20829,2,5,0,23.025
1.20829,4,5,0,22.9065
1.2085,2,4,0,20.8007
1.2085,4,4,0,19.027
1.20864,2,3,0,9.58828
1.20864,4,3,0,-0.45139
1.20879,2,2,0,11.0128
1.20879,4,2,0,12.3425
1.20893,2,1,0,9.12147
1.20893,4,1,0,56.7222
1.20929,2,5,0,22.995
1.20929,4,5,0,22.8527
1.2095,2,4,0,20.7548
1.2095,4,4,0,18.8898
1.20964,2,3,0,9.64758
1.20964,4,3,0,-0.472694
1.20979,2,2,0,11.1315
1.20979,4,2,0,12.3033
1.20993,2,1,0,9.04532
1.20993,4,1,0,56.7055
1.21093,2,5,0,23.3482
1.21093,2,3,0,7.98237
1.21093,2,2,0,9.76109
1.21093,2,1,0,8.56068
