Time,direction,frame,subF,slot,1stSym,nSymbol,cellId,bwpId,rnti,tbSize,mcs,rank,rv,SINR(dB),CQI,corrupt,TBler
1.05664,DL,105,6,0,7,2,1,0,3,3,641,2,1,0,-5.62149,0,0.000138595
1.05664,DL,105,6,0,7,2,3,0,3,3,466,0,1,0,-13.6095,1,1
1.05679,DL,105,6,0,9,2,1,0,2,2,641,2,1,0,-3.61305,0,0
1.05679,DL,105,6,0,9,2,3,0,2,2,1110,4,1,0,-2.08391,0,0
1.05693,DL,105,6,0,11,2,1,0,1,1,641,2,1,0,-3.71091,0,0
1.05693,DL,105,6,0,11,2,3,0,1,1,16118,28,1,0,44.7248,0,0
1.05786,DL,105,7,0,1,11,1,0,5,5,24179,28,1,2,61.7291,0,0
1.05786,DL,105,7,0,1,11,1,0,4,4,24179,28,1,2,73.8041,0,0
1.05793,DL,105,7,0,1,12,3,0,3,3,641,2,1,2,54.5817,0,0
1.05829,DL,105,8,0,1,3,1,0,5,5,14456,20,1,0,8.07626,1,1
1.05829,DL,105,8,0,1,3,3,0,5,5,11827,18,1,0,9.12027,1,1
1.0585,DL,105,8,0,4,3,1,0,4,4,14456,20,1,0,7.18242,1,1
1.0585,DL,105,8,0,4,3,3,0,4,4,8412,14,1,0,6.90575,0,1.94503e-07
1.05864,DL,105,8,0,7,2,1,0,3,3,2570,8,1,0,-5.54639,1,1
1.05864,DL,105,8,0,7,2,3,0,3,3,466,0,1,0,-13.7316,1,1
1.05879,DL,105,8,0,9,2,1,0,2,2,641,2,1,0,-3.5652,0,0
1.05879,DL,105,8,0,9,2,3,0,2,2,1110,4,1,0,-1.98876,0,0
1.05893,DL,105,8,0,11,2,1,0,1,1,2570,8,1,0,-3.77307,1,1
1.05893,DL,105,8,0,11,2,3,0,1,1,16118,28,1,0,44.483,0,0
1.05986,DL,105,9,0,1,11,1,0,5,5,19712,24,1,1,60.1084,0,0
1.05986,DL,105,9,0,1,11,1,0,4,4,19712,24,1,1,72.0763,0,0
1.05986,DL,105,9,0,1,11,1,0,3,3,11390,22,1,1,60.1114,0,0
1.05986,DL,105,9,0,1,11,1,0,1,1,11390,22,1,1,72.8652,0,0
1.05993,DL,105,9,0,1,12,3,0,3,3,641,2,1,1,55.159,0,0
1.06029,DL,106,0,0,1,3,3,0,5,5,10514,16,1,0,65.0819,0,0
1.0605,DL,106,0,0,4,3,3,0,4,4,8412,14,1,0,70.0977,0,0
1.06064,DL,106,0,0,7,2,3,0,3,3,466,0,1,0,57.4387,0,0
1.06079,DL,106,0,0,9,2,3,0,2,2,1110,4,1,0,60.3515,0,0
1.06093,DL,106,0,0,1,12,1,0,1,1,16118,28,1,2,29.9102,0,0
1.06093,DL,106,0,0,11,2,3,0,1,1,16118,28,1,0,71.861,0,0
1.06129,DL,106,1,0,1,3,1,0,5,5,8412,14,1,0,62.4245,0,0
1.0615,DL,106,1,0,4,3,1,0,4,4,8412,14,1,0,70.3206,0,0
1.06164,DL,106,1,0,7,2,1,0,3,3,641,2,1,0,59.7485,0,0
1.06179,DL,106,1,0,9,2,1,0,2,2,641,2,1,0,61.3021,0,0
1.06193,DL,106,1,0,1,12,3,0,3,3,466,0,1,1,16.6896,0,0
1.06193,DL,106,1,0,11,2,1,0,1,1,2570,8,1,0,71.7477,0,0
1.06229,DL,106,2,0,1,3,1,0,5,5,8412,14,1,0,8.12514,0,0
1.06229,DL,106,2,0,1,3,3,0,5,5,10514,16,1,0,9.25378,0,9.93206e-13
1.0625,DL,106,2,0,4,3,1,0,4,4,8412,14,1,0,7.45627,0,0
1.0625,DL,106,2,0,4,3,3,0,4,4,8412,14,1,0,7.2413,0,0
1.06264,DL,106,2,0,7,2,1,0,3,3,641,2,1,0,-5.27069,0,2.43783e-12
1.06264,DL,106,2,0,7,2,3,0,3,3,466,0,1,0,-13.6623,1,1
1.06279,DL,106,2,0,9,2,1,0,2,2,641,2,1,0,-3.40091,0,0
1.06279,DL,106,2,0,9,2,3,0,2,2,1110,4,1,0,-1.88513,0,0
1.06293,DL,106,2,0,11,2,1,0,1,1,641,2,1,0,-3.87658,0,0
1.06293,DL,106,2,0,11,2,3,0,1,1,16118,28,1,0,44.7101,0,0
1.06393,DL,106,3,0,1,12,1,0,5,5,14456,20,1,1,59.6294,0,0
1.06393,DL,106,3,0,1,12,1,0,4,4,14456,20,1,1,5.39573,0,0
1.06393,DL,106,3,0,1,12,1,0,3,3,2570,8,1,1,60.4324,0,0
1.06393,DL,106,3,0,1,12,1,0,1,1,2570,8,1,1,73.3026,0,0
1.06393,DL,106,3,0,1,12,3,0,5,5,11827,18,1,1,11.8753,0,0
1.06393,DL,106,3,0,1,12,3,0,3,3,466,0,1,1,-9.20405,1,0.997662
1.06429,DL,106,4,0,1,3,1,0,5,5,8412,14,1,0,8.22876,0,0
1.06429,DL,106,4,0,1,3,3,0,5,5,10514,16,1,0,9.43405,0,0
1.0645,DL,106,4,0,4,3,1,0,4,4,8412,14,1,0,7.39414,0,0
1.0645,DL,106,4,0,4,3,3,0,4,4,8412,14,1,0,7.27258,0,0
1.06464,DL,106,4,0,7,2,1,0,3,3,641,2,1,0,-5.04481,0,0
1.06464,DL,106,4,0,7,2,3,0,3,3,466,0,1,0,-13.5863,1,1
1.06479,DL,106,4,0,9,2,1,0,2,2,641,2,1,0,-3.42907,0,0
1.06479,DL,106,4,0,9,2,3,0,2,2,1110,4,1,0,-2.11879,0,0
1.06493,DL,106,4,0,11,2,1,0,1,1,641,2,1,0,-3.82729,0,0
1.06493,DL,106,4,0,11,2,3,0,1,1,16118,28,1,0,44.748,0,0
1.06529,DL,106,5,0,1,3,1,0,5,5,19712,24,1,0,8.10731,1,1
1.06529,DL,106,5,0,1,3,3,0,5,5,10514,16,1,0,9.4472,0,0
1.0655,DL,106,5,0,4,3,1,0,4,4,19712,24,1,0,7.44105,1,1
1.0655,DL,106,5,0,4,3,3,0,4,4,8412,14,1,0,7.13185,0,3.77365e-13
1.06564,DL,106,5,0,7,2,1,0,3,3,13140,24,1,0,-4.94174,1,1
1.06564,DL,106,5,0,7,2,3,0,3,3,16118,28,1,0,-13.4943,1,1
1.06579,DL,106,5,0,9,2,1,0,2,2,641,2,1,0,-3.30377,0,0
1.06579,DL,106,5,0,9,2,3,0,2,2,1110,4,1,0,-2.16482,0,0
1.06593,DL,106,5,0,11,2,1,0,1,1,13140,24,1,0,-3.83702,1,1
1.06593,DL,106,5,0,11,2,3,0,1,1,16118,28,1,0,44.6835,0,0
1.06629,DL,106,6,0,1,3,1,0,5,5,19712,24,1,0,8.14875,1,1
1.06629,DL,106,6,0,1,3,3,0,5,5,19712,24,1,0,9.44876,1,1
1.0665,DL,106,6,0,4,3,1,0,4,4,19712,24,1,0,7.54007,1,1
1.0665,DL,106,6,0,4,3,3,0,4,4,19712,24,1,0,7.16694,1,1
1.06664,DL,106,6,0,7,2,1,0,3,3,13140,24,1,0,-4.80756,1,1
1.06664,DL,106,6,0,7,2,3,0,3,3,13140,24,1,0,-13.3946,1,1
1.06679,DL,106,6,0,9,2,1,0,2,2,641,2,1,0,-3.33984,0,0
1.06679,DL,106,6,0,9,2,3,0,2,2,13140,24,1,0,-2.06814,1,1
1.06693,DL,106,6,0,11,2,1,0,1,1,16118,28,1,0,-3.94118,1,1
1.06693,DL,106,6,0,11,2,3,0,1,1,16118,28,1,0,44.8907,0,0
1.06729,DL,106,7,0,1,3,1,0,5,5,19712,24,1,0,62.6134,0,4.64073e-14
1.0675,DL,106,7,0,4,3,1,0,4,4,19712,24,1,0,70.2541,0,2.33991e-12
1.06764,DL,106,7,0,7,2,1,0,3,3,13140,24,1,0,59.9484,0,6.11059e-07
1.06779,DL,106,7,0,9,2,1,0,2,2,13140,24,1,0,61.3878,0,6.11059e-07
1.06793,DL,106,7,0,1,12,3,0,3,3,466,0,1,1,16.7909,0,0
1.06793,DL,106,7,0,11,2,1,0,1,1,13140,24,1,0,71.7674,0,6.11059e-07
1.06829,DL,106,8,0,1,3,1,0,5,5,8412,14,1,0,62.6835,0,0
1.0685,DL,106,8,0,4,3,1,0,4,4,8412,14,1,0,70.2017,0,0
1.06864,DL,106,8,0,7,2,1,0,3,3,641,2,1,0,60.0286,0,0
1.06879,DL,106,8,0,9,2,1,0,2,2,1110,4,1,0,61.3784,0,0
1.06893,DL,106,8,0,1,12,3,0,3,3,466,0,1,2,16.7945,0,0
1.06893,DL,106,8,0,11,2,1,0,1,1,641,2,1,0,71.746,0,0
1.06929,DL,106,9,0,1,3,1,0,5,5,14456,20,1,0,62.745,0,0
1.0695,DL,106,9,0,4,3,1,0,4,4,14456,20,1,0,70.1526,0,0
1.06964,DL,106,9,0,7,2,1,0,3,3,2570,8,1,0,59.9732,0,0
1.06979,DL,106,9,0,9,2,1,0,2,2,1110,4,1,0,61.3559,0,0
1.06993,DL,106,9,0,1,12,3,0,3,3,466,0,1,1,16.8234,0,0
1.06993,DL,106,9,0,11,2,1,0,1,1,2570,8,1,0,71.7263,0,0
1.07093,DL,107,0,0,1,12,1,0,5,5,19712,24,1,1,60.2589,0,0
1.07093,DL,107,0,0,1,12,1,0,4,4,19712,24,1,1,72.3479,0,0
1.07093,DL,107,0,0,1,12,1,0,3,3,13140,24,1,1,60.7473,0,0
1.07093,DL,107,0,0,1,12,1,0,1,1,13140,24,1,1,73.2704,0,0
1.07093,DL,107,0,0,1,12,3,0,3,3,16118,28,1,1,-4.78328,1,1
1.07193,DL,107,1,0,1,12,1,0,5,5,19712,24,1,1,9.63502,0,0
1.07193,DL,107,1,0,1,12,1,0,4,4,19712,24,1,1,7.73926,0,0
1.07193,DL,107,1,0,1,12,1,0,3,3,13140,24,1,1,-5.78186,1,1
1.07193,DL,107,1,0,1,12,1,0,1,1,16118,28,1,1,-3.05591,1,1
1.07193,DL,107,1,0,1,12,3,0,5,5,19712,24,1,1,9.00686,0,0
1.07193,DL,107,1,0,1,12,3,0,4,4,19712,24,1,1,4.77332,0,9.76996e-14
1.07193,DL,107,1,0,1,12,3,0,3,3,13140,24,1,1,-13.2716,1,1
1.07193,DL,107,1,0,1,12,3,0,2,2,13140,24,1,1,-6.43629,1,1
1.07229,DL,107,2,0,1,3,1,0,5,5,8412,14,1,0,8.3497,0,0
1.07229,DL,107,2,0,1,3,3,0,5,5,10514,16,1,0,9.38379,0,1.55431e-15
1.0725,DL,107,2,0,4,3,1,0,4,4,8412,14,1,0,7.45647,0,0
1.0725,DL,107,2,0,4,3,3,0,4,4,8412,14,1,0,6.73288,0,0.000341791
1.07264,DL,107,2,0,7,2,1,0,3,3,641,2,1,0,-4.80506,0,0
1.07264,DL,107,2,0,7,2,3,0,3,3,466,0,1,0,-13.6235,1,1
1.07279,DL,107,2,0,9,2,1,0,2,2,1110,4,1,0,-3.22665,0,0.00240155
1.07279,DL,107,2,0,9,2,3,0,2,2,1110,4,1,0,-2.45534,0,1.33227e-15
1.07293,DL,107,2,0,11,2,1,0,1,1,641,2,1,0,-3.90104,0,0
1.07293,DL,107,2,0,11,2,3,0,1,1,16118,28,1,0,44.8844,0,0
1.07329,DL,107,3,0,1,3,1,0,5,5,19712,24,1,0,8.32105,1,1
1.07329,DL,107,3,0,1,3,3,0,5,5,10514,16,1,0,9.34715,0,9.32587e-15
1.0735,DL,107,3,0,4,3,1,0,4,4,19712,24,1,0,7.53881,1,1
1.0735,DL,107,3,0,4,3,3,0,4,4,8412,14,1,0,6.65671,0,0.00459047
1.07364,DL,107,3,0,7,2,1,0,3,3,13140,24,1,0,-4.71609,1,1
1.07364,DL,107,3,0,7,2,3,0,3,3,13140,24,1,0,-13.6427,1,1
1.07379,DL,107,3,0,9,2,1,0,2,2,13140,24,1,0,-3.3422,1,1
1.07379,DL,107,3,0,9,2,3,0,2,2,1110,4,1,0,-2.40244,0,0
1.07393,DL,107,3,0,11,2,1,0,1,1,13140,24,1,0,-3.78214,1,1
1.07393,DL,107,3,0,11,2,3,0,1,1,16118,28,1,0,44.8678,0,0
1.07429,DL,107,4,0,1,3,1,0,5,5,19712,24,1,0,8.34892,1,1
1.07429,DL,107,4,0,1,3,3,0,5,5,10514,16,1,0,9.40444,0,0
1.07443,DL,107,4,0,4,2,1,0,4,4,13140,24,1,0,7.37695,1,1
1.0745,DL,107,4,0,4,3,3,0,4,4,8412,14,1,0,20.5634,0,0
1.07457,DL,107,4,0,6,2,1,0,3,3,13140,24,1,0,12.4209,1,1
1.07464,DL,107,4,0,7,2,3,0,3,3,13140,24,1,0,9.98922,1,1
1.07471,DL,107,4,0,8,2,1,0,2,2,13140,24,1,0,13.6384,1,1
1.07479,DL,107,4,0,9,2,3,0,2,2,1110,4,1,0,12.2676,0,0
1.07486,DL,107,4,0,10,2,1,0,1,1,13140,24,1,0,24.0337,0,0
1.07493,DL,107,4,0,11,2,3,0,1,1,16118,28,1,0,69.0079,0,0
1.07529,DL,107,5,0,1,3,1,0,5,5,19712,24,1,0,62.7738,0,1.22125e-14
1.0755,DL,107,5,0,4,3,1,0,4,4,19712,24,1,0,70.1088,0,3.0238e-12
1.07564,DL,107,5,0,7,2,1,0,3,3,13140,24,1,0,60.0953,0,6.11059e-07
1.07579,DL,107,5,0,9,2,1,0,2,2,13140,24,1,0,61.3554,0,6.11059e-07
1.07593,DL,107,5,0,1,12,3,0,3,3,16118,28,1,2,16.7878,0,0.000712892
1.07593,DL,107,5,0,11,2,1,0,1,1,13140,24,1,0,71.778,0,6.11059e-07
1.07693,DL,107,6,0,1,12,1,0,3,3,13140,24,1,2,-5.01862,1,1
1.07693,DL,107,6,0,1,12,1,0,1,1,16118,28,1,2,-5.35346,1,1
1.07693,DL,107,6,0,1,12,3,0,3,3,13140,24,1,2,-12.5151,1,1
1.07693,DL,107,6,0,1,12,3,0,2,2,13140,24,1,2,-7.66002,1,1
1.07729,DL,107,7,0,1,3,1,0,5,5,10514,16,1,0,62.8685,0,0
1.0775,DL,107,7,0,4,3,1,0,4,4,8412,14,1,0,70.0559,0,0
1.07764,DL,107,7,0,7,2,1,0,3,3,641,2,1,0,60.0455,0,0
1.07779,DL,107,7,0,9,2,1,0,2,2,13140,24,1,0,61.3623,0,6.11059e-07
1.07793,DL,107,7,0,1,12,3,0,3,3,466,0,1,1,16.7855,0,0
1.07793,DL,107,7,0,11,2,1,0,1,1,641,2,1,0,71.7471,0,0
1.07893,DL,107,8,0,1,12,1,0,5,5,19712,24,1,1,59.5705,0,0
1.07893,DL,107,8,0,1,12,1,0,4,4,19712,24,1,1,70.7156,0,0
1.07893,DL,107,8,0,1,12,1,0,3,3,13140,24,1,1,60.7328,0,0
1.07893,DL,107,8,0,1,12,1,0,2,2,13140,24,1,1,62.9723,0,0
1.07893,DL,107,8,0,1,12,3,0,3,3,13140,24,1,1,-5.36593,1,1
1.07993,DL,107,9,0,1,12,1,0,5,5,19712,24,1,1,59.8435,0,0
1.07993,DL,107,9,0,1,12,1,0,4,4,13140,24,1,1,70.8488,0,0
1.07993,DL,107,9,0,1,12,1,0,3,3,13140,24,1,1,61.1823,0,0
1.07993,DL,107,9,0,1,12,1,0,2,2,13140,24,1,1,62.9777,0,0
1.07993,DL,107,9,0,1,12,1,0,1,1,13140,24,1,1,71.8374,0,0
1.07993,DL,107,9,0,1,12,3,0,3,3,13140,24,1,1,-5.55307,1,0.995201
1.08029,DL,108,0,0,1,3,1,0,5,5,8412,14,1,0,8.3946,0,0
1.08029,DL,108,0,0,1,3,3,0,5,5,10514,16,1,0,9.59322,0,0
1.0805,DL,108,0,0,4,3,1,0,4,4,8412,14,1,0,7.48039,0,0
1.0805,DL,108,0,0,4,3,3,0,4,4,24179,28,1,0,6.49777,1,1
1.08064,DL,108,0,0,7,2,1,0,3,3,9637,20,1,0,-4.73856,1,1
1.08064,DL,108,0,0,7,2,3,0,3,3,7008,16,1,0,-13.7408,1,1
1.08079,DL,108,0,0,9,2,1,0,2,2,9637,20,1,0,-3.34892,1,1
1.08079,DL,108,0,0,9,2,3,0,2,2,7885,18,1,0,-2.56484,1,1
1.08093,DL,108,0,0,11,2,1,0,1,1,16118,28,1,0,-4.0338,1,1
1.08093,DL,108,0,0,11,2,3,0,1,1,16118,28,1,0,44.5708,0,0
1.08193,DL,108,1,0,1,12,1,0,3,3,13140,24,1,3,-4.79658,1,1
1.08193,DL,108,1,0,1,12,1,0,1,1,16118,28,1,3,-4.91327,1,1
1.08193,DL,108,1,0,1,12,3,0,3,3,13140,24,1,3,-13.1094,1,1
1.08193,DL,108,1,0,1,12,3,0,2,2,13140,24,1,3,-6.10326,1,1
1.08229,DL,108,2,0,1,3,1,0,5,5,19712,24,1,0,8.35035,1,1
1.08229,DL,108,2,0,1,3,3,0,5,5,10514,16,1,0,9.52009,0,0
1.0825,DL,108,2,0,4,3,1,0,4,4,19712,24,1,0,7.48514,1,1
1.0825,DL,108,2,0,4,3,3,0,4,4,24179,28,1,0,6.29264,1,1
1.08264,DL,108,2,0,7,2,1,0,3,3,641,2,1,0,-4.76921,0,0
1.08264,DL,108,2,0,7,2,3,0,3,3,466,0,1,0,-13.7609,1,1
1.08279,DL,108,2,0,9,2,1,0,2,2,13140,24,1,0,-3.23244,1,1
1.08279,DL,108,2,0,9,2,3,0,2,2,466,0,1,0,-2.49516,0,0
1.08293,DL,108,2,0,11,2,1,0,1,1,641,2,1,0,-3.9944,0,0
1.08293,DL,108,2,0,11,2,3,0,1,1,16118,28,1,0,44.3084,0,0
1.08329,DL,108,3,0,1,3,1,0,5,5,19712,24,1,0,62.7957,0,2.93099e-14
1.0835,DL,108,3,0,4,3,1,0,4,4,19712,24,1,0,70.1365,0,2.16405e-12
1.08364,DL,108,3,0,7,2,1,0,3,3,13140,24,1,0,60.2286,0,6.11059e-07
1.08379,DL,108,3,0,9,2,1,0,2,2,13140,24,1,0,61.2625,0,6.11059e-07
1.08393,DL,108,3,0,1,12,3,0,3,3,13140,24,1,2,16.7093,0,0.00114064
1.08393,DL,108,3,0,11,2,1,0,1,1,13140,24,1,0,71.6587,0,6.11059e-07
1.08429,DL,108,4,0,1,3,1,0,5,5,19712,24,1,0,62.833,0,1.70974e-14
1.0845,DL,108,4,0,4,3,1,0,4,4,19712,24,1,0,69.9972,0,3.40483e-12
1.08464,DL,108,4,0,7,2,1,0,3,3,11390,22,1,0,60.1678,0,0
1.08479,DL,108,4,0,9,2,1,0,2,2,11390,22,1,0,61.2623,0,0
1.08493,DL,108,4,0,1,12,3,0,3,3,13140,24,1,2,16.6938,0,0
1.08493,DL,108,4,0,11,2,1,0,1,1,13140,24,1,0,71.6511,0,6.11059e-07
1.08593,DL,108,5,0,1,12,1,0,3,3,9637,20,1,1,-4.62894,1,1
1.08593,DL,108,5,0,1,12,1,0,2,2,9637,20,1,1,-2.96708,1,1
1.08593,DL,108,5,0,1,12,1,0,1,1,16118,28,1,1,-4.65711,1,1
1.08593,DL,108,5,0,1,12,3,0,4,4,24179,28,1,1,4.01439,1,1
1.08593,DL,108,5,0,1,12,3,0,3,3,7008,16,1,1,-13.8781,1,1
1.08593,DL,108,5,0,1,12,3,0,2,2,7885,18,1,1,59.4901,0,0.0390429
1.08629,DL,108,6,0,1,3,1,0,5,5,8412,14,1,0,8.30604,0,0
1.08629,DL,108,6,0,1,3,3,0,5,5,10514,16,1,0,9.14567,0,1.56454e-10
1.0865,DL,108,6,0,4,3,1,0,4,4,8412,14,1,0,7.69303,0,0
1.0865,DL,108,6,0,4,3,3,0,4,4,6483,12,1,0,5.88946,0,0
1.08664,DL,108,6,0,7,2,1,0,3,3,641,2,1,0,-5.05831,0,0
1.08664,DL,108,6,0,7,2,3,0,3,3,466,0,1,0,-13.883,1,1
1.08679,DL,108,6,0,9,2,1,0,2,2,1110,4,1,0,-3.21085,0,0.00153515
1.08679,DL,108,6,0,9,2,3,0,2,2,1110,4,1,0,-2.66813,0,5.79985e-10
1.08693,DL,108,6,0,11,2,1,0,1,1,641,2,1,0,-3.81677,0,0
1.08693,DL,108,6,0,11,2,3,0,1,1,16118,28,1,0,44.4414,0,0
1.08793,DL,108,7,0,1,12,1,0,5,5,19712,24,1,1,6.96381,0,0
1.08793,DL,108,7,0,1,12,1,0,4,4,19712,24,1,1,66.99,0,0
1.08793,DL,108,7,0,1,12,1,0,2,2,13140,24,1,1,63.8435,0,0
1.08793,DL,108,7,0,1,12,3,0,4,4,24179,28,1,1,6.65489,1,1
1.08793,DL,108,7,0,1,12,3,0,3,3,466,0,1,1,-10.8641,1,1
1.08829,DL,108,8,0,1,3,1,0,5,5,8412,14,1,0,8.24006,0,0
1.08829,DL,108,8,0,1,3,3,0,5,5,10514,16,1,0,8.9213,0,1.23344e-06
1.0885,DL,108,8,0,4,3,1,0,4,4,8412,14,1,0,7.64739,0,0
1.0885,DL,108,8,0,4,3,3,0,4,4,6483,12,1,0,5.79599,0,0
1.08864,DL,108,8,0,7,2,1,0,3,3,641,2,1,0,-5.13121,0,5.55112e-17
1.08864,DL,108,8,0,7,2,3,0,3,3,466,0,1,0,-13.7445,1,1
1.08879,DL,108,8,0,9,2,1,0,2,2,1110,4,1,0,-3.18611,0,0.000730327
1.08879,DL,108,8,0,9,2,3,0,2,2,1110,4,1,0,-2.58724,0,5.93303e-12
1.08893,DL,108,8,0,11,2,1,0,1,1,641,2,1,0,-3.76527,0,0
1.08893,DL,108,8,0,11,2,3,0,1,1,16118,28,1,0,44.4205,0,0
1.08929,DL,108,9,0,1,3,1,0,5,5,19712,24,1,0,8.17513,1,1
1.08929,DL,108,9,0,1,3,3,0,5,5,10514,16,1,0,8.94499,0,5.28065e-07
1.0895,DL,108,9,0,4,3,1,0,4,4,19712,24,1,0,7.72058,1,1
1.0895,DL,108,9,0,4,3,3,0,4,4,6483,12,1,0,5.76648,0,0
1.08964,DL,108,9,0,7,2,1,0,3,3,13140,24,1,0,-5.08358,1,1
1.08964,DL,108,9,0,7,2,3,0,3,3,13140,24,1,0,-13.6226,1,1
1.08979,DL,108,9,0,9,2,1,0,2,2,13140,24,1,0,-3.2115,1,1
1.08979,DL,108,9,0,9,2,3,0,2,2,1110,4,1,0,-2.56846,0,1.85962e-12
1.08993,DL,108,9,0,11,2,1,0,1,1,13140,24,1,0,-3.86196,1,1
1.08993,DL,108,9,0,11,2,3,0,1,1,16118,28,1,0,44.4188,0,0
1.09086,DL,109,0,0,1,11,3,0,4,4,24179,28,1,2,4.99574,0,0.0178398
1.09086,DL,109,0,0,1,11,3,0,3,3,7008,16,1,2,-12.2354,1,1
1.09093,DL,109,0,0,1,12,1,0,3,3,9637,20,1,2,41.3018,0,0
1.09093,DL,109,0,0,1,12,1,0,2,2,9637,20,1,2,60.257,0,0
1.09093,DL,109,0,0,1,12,1,0,1,1,16118,28,1,2,60.8183,0,0
1.09129,DL,109,1,0,1,3,1,0,5,5,19712,24,1,0,62.7467,0,3.90799e-14
1.0915,DL,109,1,0,4,3,1,0,4,4,19712,24,1,0,70.1629,0,5.91083e-13
1.09164,DL,109,1,0,7,2,1,0,3,3,641,2,1,0,60.2166,0,0
1.09179,DL,109,1,0,9,2,1,0,2,2,1110,4,1,0,61.3366,0,0
1.09193,DL,109,1,0,1,12,3,0,3,3,466,0,1,1,16.6157,0,0
1.09193,DL,109,1,0,11,2,1,0,1,1,641,2,1,0,71.5509,0,0
1.09229,DL,109,2,0,1,3,1,0,5,5,8412,14,1,0,60.8576,0,0
1.0925,DL,109,2,0,4,3,1,0,4,4,8412,14,1,0,68.619,0,0
1.09264,DL,109,2,0,7,2,1,0,3,3,641,2,1,0,58.6979,0,0
1.09279,DL,109,2,0,9,2,1,0,2,2,1110,4,1,0,59.7858,0,0
1.09293,DL,109,2,0,1,12,3,0,4,4,24179,28,1,2,22.9967,0,0
1.09293,DL,109,2,0,1,12,3,0,3,3,466,0,1,2,12.324,0,0
1.09293,DL,109,2,0,11,2,1,0,1,1,641,2,1,0,70.0411,0,0
1.09329,DL,109,3,0,1,3,1,0,5,5,11827,18,1,0,62.6025,0,0
1.09343,DL,109,3,0,4,2,1,0,4,4,5607,14,1,0,70.0857,0,0
1.09357,DL,109,3,0,6,2,1,0,3,3,641,2,1,0,60.1254,0,0
1.09371,DL,109,3,0,8,2,1,0,2,2,1752,6,1,0,61.2647,0,0
1.09386,DL,109,3,0,1,11,3,0,3,3,466,0,1,1,16.526,0,0
1.09386,DL,109,3,0,10,2,1,0,1,1,641,2,1,0,71.5889,0,0
1.09493,DL,109,4,0,1,12,1,0,5,5,19712,24,1,1,59.4554,0,0
1.09493,DL,109,4,0,1,12,1,0,4,4,19712,24,1,1,70.8913,0,0
1.09493,DL,109,4,0,1,12,1,0,3,3,13140,24,1,1,60.8182,0,0
1.09493,DL,109,4,0,1,12,1,0,2,2,13140,24,1,1,62.9046,0,0
1.09493,DL,109,4,0,1,12,3,0,3,3,13140,24,1,1,-5.37726,1,1
1.09593,DL,109,5,0,1,12,1,0,1,1,13140,24,1,1,-3.74836,1,1
1.09593,DL,109,5,0,1,12,3,0,3,3,7008,16,1,3,44.2209,1,1
1.09629,DL,109,6,0,1,3,1,0,5,5,8412,14,1,0,8.09103,0,0
1.09629,DL,109,6,0,1,3,3,0,5,5,10514,16,1,0,9.34178,0,1.24345e-14
1.0965,DL,109,6,0,4,3,1,0,4,4,8412,14,1,0,7.91093,0,0
1.0965,DL,109,6,0,4,3,3,0,4,4,6483,12,1,0,5.59523,0,0
1.09664,DL,109,6,0,7,2,1,0,3,3,16118,28,1,0,-5.01334,1,1
1.09664,DL,109,6,0,7,2,3,0,3,3,466,0,1,0,-13.8332,1,1
1.09679,DL,109,6,0,9,2,1,0,2,2,16118,28,1,0,-3.01844,1,1
1.09679,DL,109,6,0,9,2,3,0,2,2,1110,4,1,0,-2.38008,0,0
1.09693,DL,109,6,0,11,2,1,0,1,1,16118,28,1,0,-3.92792,1,1
1.09693,DL,109,6,0,11,2,3,0,1,1,16118,28,1,0,44.0017,0,0
1.09729,DL,109,7,0,1,3,1,0,5,5,19712,24,1,0,8.04774,1,1
1.09729,DL,109,7,0,1,3,3,0,5,5,10514,16,1,0,9.30722,0,6.99441e-14
1.0975,DL,109,7,0,4,3,1,0,4,4,19712,24,1,0,7.97495,1,1
1.0975,DL,109,7,0,4,3,3,0,4,4,6483,12,1,0,5.56634,0,0
1.09764,DL,109,7,0,7,2,1,0,3,3,13140,24,1,0,-4.98313,1,1
1.09764,DL,109,7,0,7,2,3,0,3,3,13140,24,1,0,-13.8698,1,1
1.09779,DL,109,7,0,9,2,1,0,2,2,13140,24,1,0,-3.08745,1,1
1.09779,DL,109,7,0,9,2,3,0,2,2,1110,4,1,0,-2.47989,0,5.9952e-15
1.09793,DL,109,7,0,11,2,1,0,1,1,13140,24,1,0,-3.97552,1,1
1.09793,DL,109,7,0,11,2,3,0,1,1,16118,28,1,0,44.1761,0,0
1.09829,DL,109,8,0,1,3,1,0,5,5,14456,20,1,0,7.97343,1,1
1.09829,DL,109,8,0,1,3,3,0,5,5,10514,16,1,0,9.27112,0,4.22773e-13
1.0985,DL,109,8,0,4,3,1,0,4,4,14456,20,1,0,7.9786,1,1
1.0985,DL,109,8,0,4,3,3,0,4,4,24179,28,1,0,5.50643,1,1
1.09864,DL,109,8,0,7,2,1,0,3,3,5607,14,1,0,-4.94306,1,1
1.09864,DL,109,8,0,7,2,3,0,3,3,9637,20,1,0,-13.8381,1,1
1.09879,DL,109,8,0,9,2,1,0,2,2,5607,14,1,0,-3.15049,1,1
1.09879,DL,109,8,0,9,2,3,0,2,2,1110,4,1,0,-2.48861,0,1.15463e-14
1.09893,DL,109,8,0,11,2,1,0,1,1,5607,14,1,0,-4.00616,1,1
1.09893,DL,109,8,0,11,2,3,0,1,1,16118,28,1,0,44.1791,0,0
