Time(sec)	CellId	BwpId	IMSI	pathLoss(dB)
0	1	0	1	-89.6912
0	1	0	2	-87.2832
0	1	0	3	-90.063
0	1	0	4	-96.6562
0	1	0	5	-84.5814
0	3	0	6	-88.2612
0	3	0	7	-87.5955
0	3	0	8	-96.1448
0	3	0	9	-94.1288
0	3	0	10	-89.3791
0.005	1	0	1	-90.9195
0.005	1	0	2	-83.4756
0.005	1	0	3	-91.862
0.005	1	0	4	-89.6112
0.005	1	0	5	-81.1221
0.005	3	0	6	-89.9501
0.005	3	0	7	-84.3587
0.005	3	0	8	-99.2505
0.005	3	0	9	-89.4758
0.005	3	0	10	-83.2063
0.01	1	0	1	-91.0883
0.01	1	0	2	-83.3531
0.01	1	0	3	-91.9422
0.01	1	0	4	-89.4885
0.01	1	0	5	-81.1485
0.01	3	0	6	-89.9944
0.01	3	0	7	-84.3977
0.01	3	0	8	-99.0672
0.01	3	0	9	-89.7596
0.01	3	0	10	-83.3063
0.015	1	0	1	-90.9743
0.015	1	0	2	-83.4141
0.015	1	0	3	-91.967
0.015	1	0	4	-89.5036
0.015	1	0	5	-81.127
0.015	3	0	6	-90.2736
0.015	3	0	7	-84.2425
0.015	3	0	8	-99.1299
0.015	3	0	9	-89.9188
0.015	3	0	10	-83.3958
0.02	1	0	1	-90.8295
0.02	1	0	2	-83.417
0.02	1	0	3	-91.9263
0.02	1	0	4	-89.72
0.02	1	0	5	-81.0783
0.02	3	0	6	-90.2815
0.02	3	0	7	-84.145
0.02	3	0	8	-99.3516
0.02	3	0	9	-89.8944
0.02	3	0	10	-83.3152
0.025	1	0	1	-90.9157
0.025	1	0	2	-83.5223
0.025	1	0	3	-91.9232
0.025	1	0	4	-89.6428
0.025	1	0	5	-81.0773
0.025	3	0	6	-90.3072
0.025	3	0	7	-84.0867
0.025	3	0	8	-99.1477
0.025	3	0	9	-89.889
0.025	3	0	10	-83.3699
0.03	1	0	1	-90.9112
0.03	1	0	2	-83.6079
0.03	1	0	3	-91.6804
0.03	1	0	4	-89.6077
0.03	1	0	5	-81.2916
0.03	3	0	6	-90.4101
0.03	3	0	7	-84.1335
0.03	3	0	8	-99.0883
0.03	3	0	9	-89.8927
0.03	3	0	10	-83.3033
0.032	1	0	1	-91.0277
0.032	1	0	2	-83.6578
0.032	1	0	3	-91.821
0.032	1	0	4	-89.6095
0.032	1	0	5	-81.3391
0.035	1	0	1	-90.8683
0.035	1	0	2	-83.5014
0.035	1	0	3	-91.6105
0.035	1	0	4	-89.4918
0.035	1	0	5	-81.338
0.035	3	0	6	-90.4601
0.035	3	0	7	-84.2312
0.035	3	0	8	-98.9439
0.035	3	0	9	-89.9317
0.035	3	0	10	-83.3044
0.04	1	0	1	-90.7704
0.04	1	0	2	-83.5264
0.04	1	0	3	-91.7188
0.04	1	0	4	-89.3738
0.04	1	0	5	-81.4409
0.04	3	0	6	-90.447
0.04	3	0	7	-84.3624
0.04	3	0	8	-98.8278
0.04	3	0	9	-89.8774
0.04	3	0	10	-83.321
0.045	1	0	1	-90.9138
0.045	1	0	2	-83.5221
0.045	1	0	3	-91.7433
0.045	1	0	4	-89.551
0.045	1	0	5	-81.5699
0.045	3	0	6	-90.2229
0.045	3	0	7	-84.3903
0.045	3	0	8	-99.0138
0.045	3	0	9	-89.7884
0.045	3	0	10	-83.1994
0.048	3	0	6	-90.2704
0.048	3	0	7	-84.2968
0.048	3	0	8	-99.0411
0.048	3	0	9	-89.8485
0.048	3	0	10	-83.3948
0.05	1	0	1	-91.0303
0.05	1	0	2	-83.651
0.05	1	0	3	-91.7017
0.05	1	0	4	-89.5895
0.05	1	0	5	-81.4596
0.05	3	0	6	-90.2528
0.05	3	0	7	-84.2576
0.05	3	0	8	-99.0333
0.05	3	0	9	-89.8234
0.05	3	0	10	-83.5096
0.051	1	0	1	-91.0376
0.051	1	0	2	-83.6333
0.051	1	0	3	-91.7405
0.051	1	0	4	-89.6488
0.051	1	0	5	-81.4282
0.051	3	0	6	-90.1486
0.051	3	0	7	-84.2993
0.051	3	0	8	-98.992
0.051	3	0	9	-89.789
0.051	3	0	10	-83.5056
0.055	1	0	1	-91.0157
0.055	1	0	2	-83.7604
0.055	1	0	3	-91.5349
0.055	1	0	4	-89.6564
0.055	1	0	5	-81.513
0.055	3	0	6	-90.2192
0.055	3	0	7	-84.2469
0.055	3	0	8	-99.0572
0.055	3	0	9	-89.7733
0.055	3	0	10	-83.5796
0.059	1	0	1	-91.0897
0.059	1	0	2	-83.7973
0.059	1	0	3	-91.4415
0.059	1	0	4	-89.5913
0.059	1	0	5	-81.6242
0.06	1	0	1	-91.0705
0.06	1	0	2	-83.7901
0.06	1	0	3	-91.4464
0.06	1	0	4	-89.5039
0.06	1	0	5	-81.6798
0.06	3	0	6	-90.2139
0.06	3	0	7	-84.2379
0.06	3	0	8	-98.9306
0.06	3	0	9	-89.7708
0.06	3	0	10	-83.4939
0.061	3	0	6	-90.2381
0.061	3	0	7	-84.181
0.061	3	0	8	-98.8583
0.061	3	0	9	-89.7888
0.061	3	0	10	-83.5653
0.065	1	0	1	-90.9895
0.065	1	0	2	-83.9246
0.065	1	0	3	-91.4601
0.065	1	0	4	-89.4733
0.065	1	0	5	-81.5426
0.065	3	0	6	-90.3298
0.065	3	0	7	-84.0897
0.065	3	0	8	-98.7556
0.065	3	0	9	-89.7343
0.065	3	0	10	-83.5832
0.068	3	0	6	-90.2239
0.068	3	0	7	-83.8857
0.068	3	0	8	-98.6343
0.068	3	0	9	-89.6632
0.068	3	0	10	-83.6633
0.07	1	0	1	-91.0076
0.07	1	0	2	-83.9294
0.07	1	0	3	-91.6406
0.07	1	0	4	-89.5501
0.07	1	0	5	-81.6119
0.07	3	0	6	-90.2212
0.07	3	0	7	-83.8916
0.07	3	0	8	-98.5362
0.07	3	0	9	-89.7274
0.07	3	0	10	-83.6784
0.075	1	0	1	-90.8507
0.075	1	0	2	-83.9758
0.075	1	0	3	-91.7231
0.075	1	0	4	-89.6083
0.075	1	0	5	-81.654
0.075	3	0	6	-90.1587
0.075	3	0	7	-83.8562
0.075	3	0	8	-98.5145
0.075	3	0	9	-89.521
0.075	3	0	10	-83.7412
0.079	3	0	6	-90.1392
0.079	3	0	7	-83.714
0.079	3	0	8	-98.3944
0.079	3	0	9	-89.554
0.079	3	0	10	-83.8192
0.08	1	0	1	-90.8963
0.08	1	0	2	-84.0093
0.08	1	0	3	-91.6957
0.08	1	0	4	-89.7575
0.08	1	0	5	-81.6065
0.08	3	0	6	-90.1349
0.08	3	0	7	-83.6834
0.08	3	0	8	-98.4309
0.08	3	0	9	-89.6466
0.08	3	0	10	-83.8405
0.085	1	0	1	-91.0401
0.085	1	0	2	-83.9098
0.085	1	0	3	-91.5581
0.085	1	0	4	-89.8197
0.085	1	0	5	-81.6091
0.085	3	0	6	-90.1378
0.085	3	0	7	-83.8286
0.085	3	0	8	-98.5178
0.085	3	0	9	-89.732
0.085	3	0	10	-84.1225
0.09	1	0	1	-91.2583
0.09	1	0	2	-83.9415
0.09	1	0	3	-91.6447
0.09	1	0	4	-89.7876
0.09	1	0	5	-81.9448
0.09	3	0	6	-89.9875
0.09	3	0	7	-83.959
0.09	3	0	8	-98.7301
0.09	3	0	9	-89.6331
0.09	3	0	10	-84.0167
0.095	1	0	1	-91.1316
0.095	1	0	2	-83.9914
0.095	1	0	3	-91.9698
0.095	1	0	4	-89.7433
0.095	1	0	5	-81.9608
0.095	3	0	6	-90.1701
0.095	3	0	7	-83.8112
0.095	3	0	8	-98.561
0.095	3	0	9	-89.7861
0.095	3	0	10	-83.8673
0.097	1	0	1	-91.064
0.097	1	0	2	-83.9129
0.097	1	0	3	-91.7956
0.097	1	0	4	-89.7448
0.097	1	0	5	-82.0398
0.1	1	0	1	-91.0065
0.1	1	0	2	-83.8863
0.1	1	0	3	-91.7171
0.1	1	0	4	-89.7133
0.1	1	0	5	-82.0153
0.1	3	0	6	-90.1778
0.1	3	0	7	-83.7442
0.1	3	0	8	-98.7266
0.1	3	0	9	-90.071
0.1	3	0	10	-83.6645
0.105	1	0	1	-90.9698
0.105	1	0	2	-83.7913
0.105	1	0	3	-91.6896
0.105	1	0	4	-89.8233
0.105	1	0	5	-81.9687
0.105	3	0	6	-90.2491
0.105	3	0	7	-83.6744
0.105	3	0	8	-98.4939
0.105	3	0	9	-89.9703
0.105	3	0	10	-83.7744
0.11	1	0	1	-90.7013
0.11	1	0	2	-83.7029
0.11	1	0	3	-91.7454
0.11	1	0	4	-89.8694
0.11	1	0	5	-82.031
0.11	3	0	6	-90.2413
0.11	3	0	7	-83.8939
0.11	3	0	8	-98.2765
0.11	3	0	9	-90.072
0.11	3	0	10	-83.8369
0.112	1	0	1	-90.6808
0.112	1	0	2	-83.7199
0.112	1	0	3	-91.7334
0.112	1	0	4	-89.9026
0.112	1	0	5	-82.1545
0.115	1	0	1	-90.5942
0.115	1	0	2	-83.7671
0.115	1	0	3	-91.7606
0.115	1	0	4	-89.8501
0.115	1	0	5	-81.9701
0.115	3	0	6	-90.3474
0.115	3	0	7	-83.7366
0.115	3	0	8	-98.1599
0.115	3	0	9	-90.0765
0.115	3	0	10	-83.7
0.12	1	0	1	-90.5424
0.12	1	0	2	-83.7202
0.12	1	0	3	-91.6997
0.12	1	0	4	-90.0878
0.12	1	0	5	-82.0106
0.12	3	0	6	-90.2646
0.12	3	0	7	-83.5865
0.12	3	0	8	-98.3187
0.12	3	0	9	-90.1597
0.12	3	0	10	-83.6534
0.125	1	0	1	-90.4591
0.125	1	0	2	-83.7451
0.125	1	0	3	-91.7758
0.125	1	0	4	-90.0176
0.125	1	0	5	-82.1172
0.125	3	0	6	-90.2294
0.125	3	0	7	-83.4411
0.125	3	0	8	-98.2696
0.125	3	0	9	-90.1057
0.125	3	0	10	-83.6968
0.128	3	0	6	-90.2231
0.128	3	0	7	-83.4305
0.128	3	0	8	-98.3535
0.128	3	0	9	-90.0379
0.128	3	0	10	-83.8935
0.13	1	0	1	-90.3171
0.13	1	0	2	-83.7734
0.13	1	0	3	-91.8297
0.13	1	0	4	-90.0367
0.13	1	0	5	-82.2249
0.13	3	0	6	-90.2021
0.13	3	0	7	-83.4704
0.13	3	0	8	-98.3381
0.13	3	0	9	-89.9964
0.13	3	0	10	-83.8743
0.131	1	0	1	-90.3326
0.131	1	0	2	-83.7436
0.131	1	0	3	-91.8411
0.131	1	0	4	-90.0579
0.131	1	0	5	-82.1962
0.131	3	0	6	-90.2624
0.131	3	0	7	-83.6064
0.131	3	0	8	-98.2358
0.131	3	0	9	-90.0471
0.131	3	0	10	-83.7556
0.135	1	0	1	-90.2227
0.135	1	0	2	-83.6143
0.135	1	0	3	-91.7936
0.135	1	0	4	-89.9791
0.135	1	0	5	-82.1989
0.135	3	0	6	-90.2345
0.135	3	0	7	-83.5524
0.135	3	0	8	-98.1952
0.135	3	0	9	-90.0021
0.135	3	0	10	-83.8236
0.139	1	0	1	-90.1326
0.139	1	0	2	-83.4759
0.139	1	0	3	-91.7076
0.139	1	0	4	-89.9752
0.139	1	0	5	-81.9399
0.14	1	0	1	-90.1401
0.14	1	0	2	-83.4508
0.14	1	0	3	-91.6127
0.14	1	0	4	-90.0511
0.14	1	0	5	-82.0589
0.14	3	0	6	-90.3359
0.14	3	0	7	-83.4561
0.14	3	0	8	-98.3771
0.14	3	0	9	-89.7805
0.14	3	0	10	-83.661
0.141	3	0	6	-90.3519
0.141	3	0	7	-83.5063
0.141	3	0	8	-98.4516
0.141	3	0	9	-89.7843
0.141	3	0	10	-83.6539
0.145	1	0	1	-90.0543
0.145	1	0	2	-83.5627
0.145	1	0	3	-91.6485
0.145	1	0	4	-90.1701
0.145	1	0	5	-82.0669
0.145	3	0	6	-90.3634
0.145	3	0	7	-83.5
0.145	3	0	8	-98.3318
0.145	3	0	9	-89.6667
0.145	3	0	10	-83.618
0.148	3	0	6	-90.3029
0.148	3	0	7	-83.5933
0.148	3	0	8	-98.4021
0.148	3	0	9	-89.5188
0.148	3	0	10	-83.5599
0.15	1	0	1	-90.0721
0.15	1	0	2	-83.5725
0.15	1	0	3	-91.6999
0.15	1	0	4	-90.49
0.15	1	0	5	-82.0236
0.15	3	0	6	-90.2667
0.15	3	0	7	-83.6178
0.15	3	0	8	-98.3282
0.15	3	0	9	-89.4107
0.15	3	0	10	-83.4447
0.155	1	0	1	-90.0857
0.155	1	0	2	-83.7335
0.155	1	0	3	-91.8491
0.155	1	0	4	-90.6329
0.155	1	0	5	-81.8222
0.155	3	0	6	-90.328
0.155	3	0	7	-83.6715
0.155	3	0	8	-98.4316
0.155	3	0	9	-89.4308
0.155	3	0	10	-83.2768
0.159	3	0	6	-90.4155
0.159	3	0	7	-83.5804
0.159	3	0	8	-98.1795
0.159	3	0	9	-89.4724
0.159	3	0	10	-83.4079
0.16	1	0	1	-90.0611
0.16	1	0	2	-83.6632
0.16	1	0	3	-91.8444
0.16	1	0	4	-90.5748
0.16	1	0	5	-81.8535
0.16	3	0	6	-90.4162
0.16	3	0	7	-83.5353
0.16	3	0	8	-98.1223
0.16	3	0	9	-89.4214
0.16	3	0	10	-83.5204
0.165	1	0	1	-90.0215
0.165	1	0	2	-83.8057
0.165	1	0	3	-91.9322
0.165	1	0	4	-90.7307
0.165	1	0	5	-81.9705
0.165	3	0	6	-90.4312
0.165	3	0	7	-83.5404
0.165	3	0	8	-98.1976
0.165	3	0	9	-89.4769
0.165	3	0	10	-83.5808
0.17	1	0	1	-89.9139
0.17	1	0	2	-83.786
0.17	1	0	3	-91.9368
0.17	1	0	4	-90.662
0.17	1	0	5	-82.0306
0.17	3	0	6	-90.2908
0.17	3	0	7	-83.4853
0.17	3	0	8	-98.1396
0.17	3	0	9	-89.5271
0.17	3	0	10	-83.513
0.175	1	0	1	-89.923
0.175	1	0	2	-83.8791
0.175	1	0	3	-91.7917
0.175	1	0	4	-90.6049
0.175	1	0	5	-82.0852
0.175	3	0	6	-90.3021
0.175	3	0	7	-83.5729
0.175	3	0	8	-98.2228
0.175	3	0	9	-89.5266
0.175	3	0	10	-83.3682
0.177	1	0	1	-89.9996
0.177	1	0	2	-83.8047
0.177	1	0	3	-91.7829
0.177	1	0	4	-90.6648
0.177	1	0	5	-82.1045
0.18	1	0	1	-89.9986
0.18	1	0	2	-83.8003
0.18	1	0	3	-91.8174
0.18	1	0	4	-90.5989
0.18	1	0	5	-82.0615
0.18	3	0	6	-90.2528
0.18	3	0	7	-83.7642
0.18	3	0	8	-98.1528
0.18	3	0	9	-89.5841
0.18	3	0	10	-83.4496
0.185	1	0	1	-89.8633
0.185	1	0	2	-83.9035
0.185	1	0	3	-91.9012
0.185	1	0	4	-90.6658
0.185	1	0	5	-82.1746
0.185	3	0	6	-90.3187
0.185	3	0	7	-83.764
0.185	3	0	8	-98.1829
0.185	3	0	9	-89.6787
0.185	3	0	10	-83.3348
0.19	1	0	1	-89.527
0.19	1	0	2	-84.117
0.19	1	0	3	-92.001
0.19	1	0	4	-90.9951
0.19	1	0	5	-82.2735
0.19	3	0	6	-90.4513
0.19	3	0	7	-83.7958
0.19	3	0	8	-98.4585
0.19	3	0	9	-89.6083
0.19	3	0	10	-83.2243
0.192	1	0	1	-89.3626
0.192	1	0	2	-84.2319
0.192	1	0	3	-91.9769
0.192	1	0	4	-90.8743
0.192	1	0	5	-82.2879
0.195	1	0	1	-89.4781
0.195	1	0	2	-84.2205
0.195	1	0	3	-91.9831
0.195	1	0	4	-90.847
0.195	1	0	5	-82.2579
0.195	3	0	6	-90.5167
0.195	3	0	7	-83.6847
0.195	3	0	8	-98.3925
0.195	3	0	9	-89.7409
0.195	3	0	10	-83.3392
0.2	1	0	1	-89.4364
0.2	1	0	2	-84.1188
0.2	1	0	3	-91.8371
0.2	1	0	4	-90.9171
0.2	1	0	5	-82.5233
0.2	3	0	6	-90.6287
0.2	3	0	7	-83.7689
0.2	3	0	8	-98.467
0.2	3	0	9	-89.6826
0.2	3	0	10	-83.3718
0.205	1	0	1	-89.4376
0.205	1	0	2	-83.9963
0.205	1	0	3	-91.801
0.205	1	0	4	-90.8028
0.205	1	0	5	-82.3491
0.205	3	0	6	-90.5835
0.205	3	0	7	-83.9363
0.205	3	0	8	-98.8884
0.205	3	0	9	-89.473
0.205	3	0	10	-83.4011
0.208	3	0	6	-90.6089
0.208	3	0	7	-83.8769
0.208	3	0	8	-98.8797
0.208	3	0	9	-89.452
0.208	3	0	10	-83.3541
0.21	1	0	1	-89.6051
0.21	1	0	2	-84.0402
0.21	1	0	3	-91.6929
0.21	1	0	4	-90.7025
0.21	1	0	5	-82.1286
0.21	3	0	6	-90.5969
0.21	3	0	7	-84.0538
0.21	3	0	8	-98.9457
0.21	3	0	9	-89.4452
0.21	3	0	10	-83.4184
0.211	1	0	1	-89.516
0.211	1	0	2	-84.0433
0.211	1	0	3	-91.6755
0.211	1	0	4	-90.6327
0.211	1	0	5	-82.1039
0.211	3	0	6	-90.6197
0.211	3	0	7	-84.0109
0.211	3	0	8	-98.9594
0.211	3	0	9	-89.3517
0.211	3	0	10	-83.3345
0.215	1	0	1	-89.4046
0.215	1	0	2	-84.0361
0.215	1	0	3	-91.6489
0.215	1	0	4	-90.6848
0.215	1	0	5	-82.2025
0.215	3	0	6	-90.5191
0.215	3	0	7	-84.1121
0.215	3	0	8	-99.0147
0.215	3	0	9	-89.4337
0.215	3	0	10	-83.0797
0.219	1	0	1	-89.3895
0.219	1	0	2	-84.0456
0.219	1	0	3	-91.6709
0.219	1	0	4	-90.7241
0.219	1	0	5	-82.3957
0.22	1	0	1	-89.4649
0.22	1	0	2	-84.0495
0.22	1	0	3	-91.64
0.22	1	0	4	-90.7028
0.22	1	0	5	-82.4017
0.22	3	0	6	-90.6862
0.22	3	0	7	-84.0929
0.22	3	0	8	-99.0889
0.22	3	0	9	-89.3518
0.22	3	0	10	-83.1251
0.221	3	0	6	-90.7227
0.221	3	0	7	-84.1142
0.221	3	0	8	-99.0989
0.221	3	0	9	-89.3083
0.221	3	0	10	-83.0947
0.225	1	0	1	-89.4036
0.225	1	0	2	-84.1397
0.225	1	0	3	-91.6308
0.225	1	0	4	-90.7629
0.225	1	0	5	-82.3807
0.225	3	0	6	-90.6507
0.225	3	0	7	-84.1207
0.225	3	0	8	-99.0041
0.225	3	0	9	-89.4195
0.225	3	0	10	-82.9128
0.228	3	0	6	-90.6126
0.228	3	0	7	-84.2317
0.228	3	0	8	-98.8421
0.228	3	0	9	-89.3671
0.228	3	0	10	-82.8676
0.23	1	0	1	-89.182
0.23	1	0	2	-84.2658
0.23	1	0	3	-91.5143
0.23	1	0	4	-90.7726
0.23	1	0	5	-82.3268
0.23	3	0	6	-90.6644
0.23	3	0	7	-84.2492
0.23	3	0	8	-98.9354
0.23	3	0	9	-89.4393
0.23	3	0	10	-82.7229
0.235	1	0	1	-89.3226
0.235	1	0	2	-84.2918
0.235	1	0	3	-91.6111
0.235	1	0	4	-90.9434
0.235	1	0	5	-82.2423
0.235	3	0	6	-90.7691
0.235	3	0	7	-84.3675
0.235	3	0	8	-98.8834
0.235	3	0	9	-89.5834
0.235	3	0	10	-82.603
0.239	3	0	6	-90.7884
0.239	3	0	7	-84.2266
0.239	3	0	8	-98.8418
0.239	3	0	9	-89.6332
0.239	3	0	10	-82.6356
0.24	1	0	1	-89.2765
0.24	1	0	2	-84.4937
0.24	1	0	3	-91.7517
0.24	1	0	4	-91.1104
0.24	1	0	5	-82.1869
0.24	3	0	6	-90.7207
0.24	3	0	7	-84.2552
0.24	3	0	8	-98.832
0.24	3	0	9	-89.6665
0.24	3	0	10	-82.5851
0.245	1	0	1	-89.4394
0.245	1	0	2	-84.5147
0.245	1	0	3	-91.8533
0.245	1	0	4	-91.0595
0.245	1	0	5	-82.0366
0.245	3	0	6	-90.8454
0.245	3	0	7	-84.2989
0.245	3	0	8	-98.7325
0.245	3	0	9	-89.8548
0.245	3	0	10	-82.6473
0.25	1	0	1	-89.429
0.25	1	0	2	-84.7702
0.25	1	0	3	-91.8353
0.25	1	0	4	-91.1267
0.25	1	0	5	-82.0195
0.25	3	0	6	-90.9209
0.25	3	0	7	-84.2853
0.25	3	0	8	-98.8109
0.25	3	0	9	-89.7941
0.25	3	0	10	-82.4838
0.255	1	0	1	-89.547
0.255	1	0	2	-84.8425
0.255	1	0	3	-91.7744
0.255	1	0	4	-91.0961
0.255	1	0	5	-81.7929
0.255	3	0	6	-90.921
0.255	3	0	7	-84.2814
0.255	3	0	8	-98.8495
0.255	3	0	9	-89.6931
0.255	3	0	10	-82.3668
0.257	1	0	1	-89.6075
0.257	1	0	2	-84.9966
0.257	1	0	3	-91.7521
0.257	1	0	4	-91.0925
0.257	1	0	5	-81.7973
0.26	1	0	1	-89.6576
0.26	1	0	2	-84.9284
0.26	1	0	3	-91.7589
0.26	1	0	4	-91.2
0.26	1	0	5	-81.8251
0.26	3	0	6	-90.8316
0.26	3	0	7	-84.3946
0.26	3	0	8	-98.7613
0.26	3	0	9	-89.9647
0.26	3	0	10	-82.2648
0.265	1	0	1	-89.3348
0.265	1	0	2	-84.9152
0.265	1	0	3	-91.7035
0.265	1	0	4	-91.2096
0.265	1	0	5	-81.8179
0.265	3	0	6	-90.6699
0.265	3	0	7	-84.2631
0.265	3	0	8	-98.7299
0.265	3	0	9	-90.0713
0.265	3	0	10	-82.3388
0.27	1	0	1	-89.4777
0.27	1	0	2	-84.9071
0.27	1	0	3	-91.5639
0.27	1	0	4	-91.2133
0.27	1	0	5	-81.8114
0.27	3	0	6	-90.5288
0.27	3	0	7	-84.4506
0.27	3	0	8	-98.9049
0.27	3	0	9	-90.0319
0.27	3	0	10	-82.2989
0.272	1	0	1	-89.4831
0.272	1	0	2	-84.8212
0.272	1	0	3	-91.5133
0.272	1	0	4	-91.1554
0.272	1	0	5	-81.8076
0.275	1	0	1	-89.3306
0.275	1	0	2	-84.7429
0.275	1	0	3	-91.4974
0.275	1	0	4	-91.1992
0.275	1	0	5	-81.7458
0.275	3	0	6	-90.5742
0.275	3	0	7	-84.4184
0.275	3	0	8	-98.9318
0.275	3	0	9	-90.0276
0.275	3	0	10	-82.2579
0.28	1	0	1	-89.217
0.28	1	0	2	-84.7502
0.28	1	0	3	-91.4178
0.28	1	0	4	-91.2953
0.28	1	0	5	-81.8803
0.28	3	0	6	-90.5574
0.28	3	0	7	-84.6497
0.28	3	0	8	-98.7863
0.28	3	0	9	-89.9976
0.28	3	0	10	-82.3971
0.285	1	0	1	-89.3452
0.285	1	0	2	-84.8023
0.285	1	0	3	-91.4184
0.285	1	0	4	-91.3141
0.285	1	0	5	-82.089
0.285	3	0	6	-90.5147
0.285	3	0	7	-84.6712
0.285	3	0	8	-98.6511
0.285	3	0	9	-89.9739
0.285	3	0	10	-82.4679
0.288	3	0	6	-90.4976
0.288	3	0	7	-84.7388
0.288	3	0	8	-98.8273
0.288	3	0	9	-89.8784
0.288	3	0	10	-82.7595
0.29	1	0	1	-89.4728
0.29	1	0	2	-84.7488
0.29	1	0	3	-91.4383
0.29	1	0	4	-91.3379
0.29	1	0	5	-82.1136
0.29	3	0	6	-90.5504
0.29	3	0	7	-84.8422
0.29	3	0	8	-98.8044
0.29	3	0	9	-89.8954
0.29	3	0	10	-82.8036
0.291	1	0	1	-89.5714
0.291	1	0	2	-84.8379
0.291	1	0	3	-91.4612
0.291	1	0	4	-91.4131
0.291	1	0	5	-82.0277
0.291	3	0	6	-90.5568
0.291	3	0	7	-84.9321
0.291	3	0	8	-98.7853
0.291	3	0	9	-89.9565
0.291	3	0	10	-82.817
0.295	1	0	1	-89.4558
0.295	1	0	2	-84.8238
0.295	1	0	3	-91.5917
0.295	1	0	4	-91.5447
0.295	1	0	5	-82.069
0.295	3	0	6	-90.6717
0.295	3	0	7	-84.7958
0.295	3	0	8	-98.9044
0.295	3	0	9	-90.0601
0.295	3	0	10	-82.7513
0.299	1	0	1	-89.4902
0.299	1	0	2	-84.947
0.299	1	0	3	-91.7162
0.299	1	0	4	-91.4554
0.299	1	0	5	-82.0788
0.3	1	0	1	-89.5143
0.3	1	0	2	-84.907
0.3	1	0	3	-91.7439
0.3	1	0	4	-91.5337
0.3	1	0	5	-82.071
0.3	3	0	6	-90.8871
0.3	3	0	7	-84.9059
0.3	3	0	8	-98.7467
0.3	3	0	9	-90.0085
0.3	3	0	10	-82.9114
0.301	3	0	6	-90.9052
0.301	3	0	7	-84.8677
0.301	3	0	8	-98.6579
0.301	3	0	9	-89.9112
0.301	3	0	10	-82.857
0.305	1	0	1	-89.3122
0.305	1	0	2	-85.1681
0.305	1	0	3	-91.6779
0.305	1	0	4	-91.3506
0.305	1	0	5	-82.0156
0.305	3	0	6	-90.9615
0.305	3	0	7	-84.9543
0.305	3	0	8	-98.8215
0.305	3	0	9	-89.7996
0.305	3	0	10	-82.6373
0.308	3	0	6	-91.0219
0.308	3	0	7	-84.8688
0.308	3	0	8	-98.7648
0.308	3	0	9	-89.6704
0.308	3	0	10	-82.5116
0.31	1	0	1	-89.248
0.31	1	0	2	-85.1465
0.31	1	0	3	-91.6219
0.31	1	0	4	-91.5674
0.31	1	0	5	-82.0582
0.31	3	0	6	-90.9793
0.31	3	0	7	-84.8921
0.31	3	0	8	-98.7881
0.31	3	0	9	-89.7633
0.31	3	0	10	-82.4554
0.315	1	0	1	-89.1721
0.315	1	0	2	-85.227
0.315	1	0	3	-91.6221
0.315	1	0	4	-91.4768
0.315	1	0	5	-82.042
0.315	3	0	6	-90.985
0.315	3	0	7	-84.758
0.315	3	0	8	-98.7851
0.315	3	0	9	-89.7285
0.315	3	0	10	-82.2894
0.319	3	0	6	-90.9726
0.319	3	0	7	-84.9686
0.319	3	0	8	-98.7088
0.319	3	0	9	-89.6723
0.319	3	0	10	-82.3663
0.32	1	0	1	-89.074
0.32	1	0	2	-85.2044
0.32	1	0	3	-91.6354
0.32	1	0	4	-91.4903
0.32	1	0	5	-82.2775
0.32	3	0	6	-91.0345
0.32	3	0	7	-85.06
0.32	3	0	8	-98.7052
0.32	3	0	9	-89.7049
0.32	3	0	10	-82.3645
0.325	1	0	1	-89.0807
0.325	1	0	2	-85.2477
0.325	1	0	3	-91.4569
0.325	1	0	4	-91.4093
0.325	1	0	5	-82.2764
0.325	3	0	6	-91.0136
0.325	3	0	7	-84.928
0.325	3	0	8	-98.7667
0.325	3	0	9	-89.9712
0.325	3	0	10	-82.4974
0.33	1	0	1	-89.2727
0.33	1	0	2	-85.367
0.33	1	0	3	-91.6395
0.33	1	0	4	-91.2656
0.33	1	0	5	-82.1159
0.33	3	0	6	-90.8938
0.33	3	0	7	-84.9533
0.33	3	0	8	-98.6987
0.33	3	0	9	-89.8482
0.33	3	0	10	-82.5769
0.335	1	0	1	-89.3127
0.335	1	0	2	-85.4853
0.335	1	0	3	-91.4225
0.335	1	0	4	-91.4222
0.335	1	0	5	-82.0633
0.335	3	0	6	-90.8017
0.335	3	0	7	-84.9075
0.335	3	0	8	-98.724
0.335	3	0	9	-89.892
0.335	3	0	10	-82.4364
0.337	1	0	1	-89.4124
0.337	1	0	2	-85.3981
0.337	1	0	3	-91.3667
0.337	1	0	4	-91.4602
0.337	1	0	5	-82.1056
0.34	1	0	1	-89.22
0.34	1	0	2	-85.449
0.34	1	0	3	-91.4853
0.34	1	0	4	-91.5774
0.34	1	0	5	-82.0057
0.34	3	0	6	-90.7245
0.34	3	0	7	-84.868
0.34	3	0	8	-98.8098
0.34	3	0	9	-89.7556
0.34	3	0	10	-82.5254
0.345	1	0	1	-89.0795
0.345	1	0	2	-85.2887
0.345	1	0	3	-91.5272
0.345	1	0	4	-91.7345
0.345	1	0	5	-81.9637
0.345	3	0	6	-90.7278
0.345	3	0	7	-84.8188
0.345	3	0	8	-98.6202
0.345	3	0	9	-89.544
