time(s)	cellId	rnti	lcid	packetSize
1.244	2	3	3	14453
1.244	2	2	3	14453
1.244	2	1	3	14453
1.244	4	5	3	17080
1.244	4	4	3	14453
1.244	4	3	3	11824
1.244	4	2	3	14453
1.253	2	4	3	1684
1.253	2	3	3	961
1.253	2	2	3	1283
1.253	2	1	3	932
1.258	2	3	3	1283
1.258	2	2	3	5138
1.258	2	1	3	932
1.261	4	5	3	10511
1.261	4	4	3	6480
1.261	4	3	3	697
1.261	4	2	3	638
1.262	2	3	3	1283
1.262	2	2	3	1283
1.262	2	1	3	932
1.262	4	5	3	10511
1.262	4	4	3	3851
1.262	4	3	3	697
1.262	4	2	3	961
1.263	2	3	3	1283
1.263	2	2	3	1283
1.263	2	1	3	932
1.263	4	5	3	10511
1.263	4	4	3	6480
1.263	4	3	3	697
1.263	4	2	3	961
1.264	2	3	3	5138
1.264	2	2	3	5138
1.264	2	1	3	5138
1.264	4	5	3	10511
1.264	4	4	3	6480
1.264	4	3	3	8409
1.264	4	2	3	8409
1.265	2	3	3	1283
1.265	2	2	3	5138
1.265	2	1	3	1283
1.265	4	5	3	10511
1.265	4	4	3	24176
1.265	4	3	3	8409
1.265	4	2	3	24176
1.266	2	3	3	1283
1.266	2	2	3	5138
1.266	2	1	3	3502
1.266	4	5	3	10511
1.266	4	4	3	24176
1.266	4	3	3	8409
1.266	4	2	3	2626
1.267	2	3	3	32234
1.267	2	2	3	32234
1.267	2	1	3	3502
1.268	2	3	3	15767
1.268	2	2	3	14014
1.268	2	1	3	29784
1.268	4	5	3	8409
1.268	4	4	3	22335
1.268	4	3	3	8409
1.268	4	2	3	1107
1.269	2	3	3	14014
1.269	2	2	3	14014
1.269	2	1	3	29784
1.27	2	3	3	14014
1.27	2	2	3	14014
1.27	2	1	3	29784
1.271	2	3	3	14014
1.271	2	2	3	14014
1.271	2	1	3	29784
1.272	4	5	3	10511
1.272	4	4	3	22335
1.272	4	3	3	8409
1.272	4	2	3	961
1.274	4	5	3	10511
1.274	4	4	3	22335
1.274	4	3	3	8409
1.274	4	2	3	961
1.276	4	5	3	10511
1.276	4	4	3	19709
1.276	4	3	3	8409
1.276	4	2	3	10511
1.278	2	3	3	15767
1.278	2	2	3	15767
1.278	2	1	3	5138
1.278	4	5	3	11824
1.278	4	4	3	8409
1.278	4	3	3	1661
1.278	4	2	3	2626
1.279	2	3	3	5138
1.279	2	2	3	15767
1.279	2	1	3	5138
1.28	2	3	3	5138
1.28	2	2	3	15767
1.28	2	1	3	32234
1.281	2	3	3	11211
1.281	2	2	3	15767
1.281	2	1	3	11211
1.284	2	3	3	14014
1.284	2	2	3	14014
1.284	2	1	3	29784
1.284	4	5	3	8409
1.284	4	4	3	22335
1.284	4	3	3	8409
1.284	4	2	3	961
1.285	4	5	3	8409
1.285	4	4	3	24176
1.285	4	3	3	8409
1.285	4	2	3	961
1.286	4	5	3	8409
1.286	4	4	3	24176
1.286	4	3	3	8409
1.286	4	2	3	14453
1.288	4	5	3	8409
1.288	4	4	3	17080
1.288	4	3	3	697
1.288	4	2	3	10511
1.289	2	3	3	2218
1.289	2	2	3	3502
1.289	2	1	3	2218
1.289	4	5	3	10511
1.289	4	4	3	17080
1.289	4	3	3	697
1.289	4	2	3	1661
1.29	2	3	3	14014
1.29	2	2	3	14014
1.29	2	1	3	29784
1.291	2	3	3	14014
1.291	2	2	3	14014
1.291	2	1	3	32234
1.292	4	5	3	11824
1.292	4	4	3	6480
1.292	4	3	3	1661
1.292	4	2	3	2626
1.293	2	3	3	15767
1.293	2	2	3	3502
1.293	2	1	3	29784
1.294	2	3	3	22775
1.294	2	2	3	3502
1.294	2	1	3	29784
1.294	4	5	3	17080
1.294	4	4	3	14453
1.294	4	3	3	14453
1.294	4	2	3	14453
1.295	4	5	3	10511
1.295	4	4	3	22335
1.295	4	3	3	8409
1.295	4	2	3	1661
1.296	4	5	3	10511
1.296	4	4	3	24176
1.296	4	3	3	8409
1.296	4	2	3	1661
1.297	4	5	3	10511
1.297	4	4	3	17080
1.297	4	3	3	6480
1.297	4	2	3	10511
1.298	4	5	3	4471
1.298	4	4	3	14453
1.298	4	3	3	19269
1.298	4	2	3	19269
1.3	2	3	3	14014
1.3	2	2	3	15767
1.3	2	1	3	29784
1.301	2	3	3	14014
1.301	2	2	3	15767
1.301	2	1	3	32234
1.302	2	3	3	15767
1.302	2	2	3	19269
1.302	2	1	3	32234
1.303	2	3	3	15767
1.303	2	2	3	19269
1.303	2	1	3	32234
1.303	4	4	3	19269
1.303	4	3	3	11211
1.303	4	2	3	32234
1.304	2	3	3	15767
1.304	2	2	3	19269
1.304	2	1	3	32234
1.304	4	4	3	19269
1.304	4	3	3	19269
1.304	4	2	3	19269
1.305	4	4	3	16888
1.305	4	3	3	5138
1.305	4	2	3	5138
1.306	4	3	3	7706
1.306	4	2	3	7706
1.307	4	3	3	16819
1.307	4	2	3	7706
1.312	2	3	3	6480
1.312	2	2	3	11211
1.312	2	1	3	32234
1.312	4	3	3	3326
1.312	4	2	3	5255
1.316	4	3	3	1401
1.316	4	2	3	1925
1.317	4	3	3	28907
1.317	4	2	3	28907
1.321	2	3	3	1283
1.321	2	2	3	2218
1.321	2	1	3	1283
1.321	4	3	3	1401
1.321	4	2	3	1925
1.323	2	3	3	11211
1.323	2	2	3	15767
1.323	2	1	3	22775
1.323	4	3	3	5255
1.323	4	2	3	5255
1.324	2	3	3	1283
1.324	2	2	3	15767
1.324	2	1	3	22775
1.324	4	3	3	1401
1.324	4	2	3	5255
1.325	2	3	3	1283
1.325	2	2	3	5138
1.325	2	1	3	3502
1.325	4	3	3	1401
1.325	4	2	3	5255
1.326	2	3	3	1283
1.326	2	2	3	5138
1.326	2	1	3	1283
1.326	4	3	3	1401
1.326	4	2	3	1925
1.327	2	3	3	1283
1.327	2	2	3	14014
1.327	2	1	3	1283
1.327	4	3	3	10511
1.327	4	2	3	16819
1.328	4	3	3	24088
1.328	4	2	3	28907
1.329	4	3	3	10511
1.329	4	2	3	16819
1.33	4	3	3	10511
1.33	4	2	3	16819
1.331	4	3	3	8758
1.331	4	2	3	16819
1.332	2	3	3	1283
1.332	2	2	3	14014
1.332	2	1	3	1283
1.332	4	3	3	10511
1.332	4	2	3	16819
1.333	2	3	3	1283
1.333	2	2	3	15767
1.333	2	1	3	1283
1.334	2	3	3	32234
1.334	2	2	3	32234
1.334	2	1	3	1283
1.334	4	3	3	3326
1.334	4	2	3	5255
1.335	2	3	3	32234
1.335	2	2	3	32234
1.335	2	1	3	29784
1.335	4	3	3	28907
1.335	4	2	3	28907
1.336	2	3	3	32234
1.336	2	2	3	32234
1.336	2	1	3	29784
1.336	4	3	3	28907
1.336	4	2	3	28907
1.337	2	3	3	32234
1.337	2	2	3	32234
1.337	2	1	3	29784
1.337	4	3	3	16819
1.337	4	2	3	16819
1.338	4	3	3	10511
1.338	4	2	3	16819
1.339	4	3	3	10511
1.339	4	2	3	12964
1.343	4	3	3	10511
1.343	4	2	3	21022
1.349	2	3	3	8641
1.349	2	2	3	11211
1.349	2	1	3	1283
1.351	2	3	3	2218
1.351	2	2	3	3502
1.351	2	1	3	1283
1.353	2	3	3	2218
1.353	2	2	3	3502
1.353	2	1	3	2218
1.354	4	3	3	1401
1.354	4	2	3	3326
1.355	2	3	3	5138
1.355	2	2	3	5138
1.355	2	1	3	5138
1.355	4	3	3	16819
1.355	4	2	3	3326
1.356	2	3	3	2218
1.356	2	2	3	5138
1.356	2	1	3	5138
1.356	4	3	3	3326
1.356	4	2	3	3326
1.357	2	3	3	5138
1.357	2	2	3	5138
1.357	2	1	3	5138
1.357	4	3	3	16819
1.357	4	2	3	3326
1.358	2	3	3	5138
1.358	2	2	3	5138
1.358	2	1	3	5138
1.358	4	3	3	28907
1.358	4	2	3	28907
1.359	2	3	3	5138
1.359	2	2	3	5138
1.359	2	1	3	5138
1.359	4	3	3	24088
1.359	4	2	3	21022
1.361	4	3	3	10511
1.361	4	2	3	16819
1.366	2	3	3	2218
1.366	2	2	3	15767
1.366	2	1	3	3502
1.368	2	3	3	2218
1.368	2	2	3	15767
1.368	2	1	3	3502
1.369	2	3	3	2218
1.369	2	2	3	15767
1.369	2	1	3	2218
1.369	4	3	3	3326
1.369	4	2	3	3326
1.37	2	3	3	5138
1.37	2	2	3	15767
1.37	2	1	3	2218
1.37	4	3	3	16819
1.37	4	2	3	16819
1.371	4	3	3	3326
1.371	4	2	3	16819
1.372	4	3	3	10511
1.372	4	2	3	12964
1.373	2	3	3	2218
1.373	2	2	3	2218
1.373	2	1	3	2218
1.373	4	3	3	3326
1.373	4	2	3	12964
1.374	4	3	3	3326
1.374	4	2	3	21022
1.377	2	3	3	6480
1.377	2	2	3	11211
1.377	2	1	3	1283
1.377	4	3	3	3326
1.377	4	2	3	5255
1.378	4	3	3	28907
1.378	4	2	3	28907
1.379	2	3	3	2218
1.379	2	2	3	15767
1.379	2	1	3	1283
1.38	4	3	3	28907
1.38	4	2	3	28907
1.381	2	3	3	3502
1.381	2	2	3	15767
1.381	2	1	3	3502
1.381	4	3	3	48353
1.381	4	2	3	28907
1.382	4	3	3	48353
1.382	4	2	3	5255
1.383	2	3	3	2218
1.383	2	2	3	15767
1.383	2	1	3	1283
1.383	4	3	3	10511
1.383	4	2	3	48353
1.384	4	3	3	28907
1.384	4	2	3	28907
1.385	2	3	3	5138
1.385	2	2	3	5138
1.385	2	1	3	5138
1.385	4	3	3	28907
1.385	4	2	3	21022
1.387	2	3	3	1283
1.387	2	2	3	15767
1.387	2	1	3	1283
1.389	2	3	3	1283
1.389	2	2	3	15767
1.389	2	1	3	1283
1.389	4	3	3	12964
1.389	4	2	3	16819
1.391	2	3	3	1283
1.391	2	2	3	15767
1.391	2	1	3	1283
1.392	4	3	3	3326
1.392	4	2	3	5255
1.393	2	3	3	5138
1.393	2	2	3	5138
1.393	2	1	3	5138
1.394	2	3	3	2218
1.394	2	2	3	5138
1.394	2	1	3	5138
1.394	4	3	3	16819
1.394	4	2	3	5255
1.395	2	3	3	2772
1.395	2	2	3	4420
1.395	2	1	3	1603
1.397	2	3	3	7706
1.397	2	1	3	7044
1.397	4	3	3	16819
1.397	4	2	3	3326
1.398	2	3	3	15415
1.398	4	3	3	16819
1.398	4	2	3	48353
1.4	2	3	3	6656
1.4	4	3	3	12964
1.4	4	2	3	16819
1.401	2	3	3	15415
1.401	4	3	3	12964
1.401	4	2	3	16819
1.403	2	3	3	6656
1.404	2	3	3	25929
1.404	4	3	3	1401
1.404	4	2	3	1925
1.405	2	3	3	25929
1.406	2	3	3	25929
1.409	2	3	3	3851
1.411	2	3	3	3532
1.413	2	3	3	15415
1.414	2	3	3	96710
1.416	2	3	3	1497
1.42	4	3	3	1401
1.42	4	2	3	1925
1.421	4	3	3	1166
1.421	4	2	3	1925
1.422	4	3	3	48353
1.422	4	2	3	1925
1.423	4	3	3	15692
1.423	4	2	3	3209
1.424	4	2	3	96146
