% time(s)	cellId	bwpId	IMSI	RNTI	frame	sframe	slot	symStart	numSym	harqId	ndi	rv	mcs	tbSize
1.087	3	0	10	1	108	9	0	11	2	13	1	0	28	16118
1.089	1	0	1	5	109	1	0	1	3	13	1	0	24	19712
1.089	1	0	2	4	109	1	0	4	3	13	1	0	24	19712
1.089	1	0	3	3	109	1	0	7	2	14	1	0	2	641
1.089	1	0	4	2	109	1	0	9	2	11	1	0	4	1110
1.089	1	0	5	1	109	1	0	11	2	13	1	0	2	641
1.09	1	0	1	5	109	2	0	1	3	14	1	0	14	8412
1.09	1	0	2	4	109	2	0	4	3	14	1	0	14	8412
1.09	1	0	3	3	109	2	0	7	2	12	1	0	2	641
1.09	1	0	4	2	109	2	0	9	2	12	1	0	4	1110
1.09	1	0	5	1	109	2	0	11	2	11	1	0	2	641
1.091	1	0	1	5	109	3	0	1	3	15	1	0	18	11827
1.091	1	0	2	4	109	3	0	4	2	15	1	0	14	5607
1.091	1	0	3	3	109	3	0	6	2	15	1	0	2	641
1.091	1	0	4	2	109	3	0	8	2	14	1	0	6	1752
1.091	1	0	5	1	109	3	0	10	2	12	1	0	2	641
1.094	1	0	1	5	109	6	0	1	3	13	1	0	14	8412
1.094	1	0	2	4	109	6	0	4	3	13	1	0	14	8412
1.094	1	0	3	3	109	6	0	7	2	14	1	0	28	16118
1.094	1	0	4	2	109	6	0	9	2	15	1	0	28	16118
1.094	1	0	5	1	109	6	0	11	2	14	1	0	28	16118
1.094	3	0	6	5	109	6	0	1	3	15	1	0	16	10514
1.094	3	0	7	4	109	6	0	4	3	15	1	0	12	6483
1.094	3	0	8	3	109	6	0	7	2	12	1	0	0	466
1.094	3	0	9	2	109	6	0	9	2	15	1	0	4	1110
1.094	3	0	10	1	109	6	0	11	2	15	1	0	28	16118
1.095	1	0	1	5	109	7	0	1	3	14	1	0	24	19712
1.095	1	0	2	4	109	7	0	4	3	14	1	0	24	19712
1.095	1	0	3	3	109	7	0	7	2	12	1	0	24	13140
1.095	1	0	4	2	109	7	0	9	2	12	1	0	24	13140
1.095	1	0	5	1	109	7	0	11	2	13	1	0	24	13140
1.095	3	0	6	5	109	7	0	1	3	14	1	0	16	10514
1.095	3	0	7	4	109	7	0	4	3	14	1	0	12	6483
1.095	3	0	8	3	109	7	0	7	2	11	1	0	24	13140
1.095	3	0	9	2	109	7	0	9	2	14	1	0	4	1110
1.095	3	0	10	1	109	7	0	11	2	14	1	0	28	16118
1.096	1	0	1	5	109	8	0	1	3	15	1	0	20	14456
1.096	1	0	2	4	109	8	0	4	3	15	1	0	20	14456
1.096	1	0	3	3	109	8	0	7	2	15	1	0	14	5607
1.096	1	0	4	2	109	8	0	9	2	14	1	0	14	5607
1.096	1	0	5	1	109	8	0	11	2	12	1	0	14	5607
1.096	3	0	6	5	109	8	0	1	3	13	1	0	16	10514
1.096	3	0	7	4	109	8	0	4	3	13	1	0	28	24179
1.096	3	0	8	3	109	8	0	7	2	15	1	0	20	9637
1.096	3	0	9	2	109	8	0	9	2	13	1	0	4	1110
1.096	3	0	10	1	109	8	0	11	2	13	1	0	28	16118
1.097	1	0	1	5	109	9	0	1	3	12	1	0	24	19712
1.097	1	0	2	4	109	9	0	4	3	12	1	0	24	19712
1.097	1	0	3	3	109	9	0	7	2	13	1	0	24	13140
1.097	1	0	4	2	109	9	0	9	2	13	1	0	24	13140
1.097	1	0	5	1	109	9	0	11	2	11	1	0	24	13140
1.098	3	0	6	5	110	0	0	1	3	12	1	0	16	10514
1.098	3	0	7	4	110	0	0	4	3	12	1	0	28	24179
1.098	3	0	8	3	110	0	0	7	2	13	1	0	0	466
1.098	3	0	9	2	110	0	0	9	2	12	1	0	4	1110
1.098	3	0	10	1	110	0	0	11	2	12	1	0	28	16118
1.102	3	0	6	5	110	4	0	1	3	15	1	0	16	10514
1.102	3	0	7	4	110	4	0	4	3	15	1	0	12	6483
1.102	3	0	8	3	110	4	0	7	2	14	1	0	0	466
1.102	3	0	9	2	110	4	0	9	2	15	1	0	4	1110
1.102	3	0	10	1	110	4	0	11	2	15	1	0	28	16118
1.103	1	0	1	5	110	5	0	1	3	13	1	0	24	19712
1.103	1	0	2	4	110	5	0	4	3	13	1	0	24	19712
1.103	1	0	3	3	110	5	0	7	2	13	1	0	24	13140
1.103	1	0	4	2	110	5	0	9	2	13	1	0	24	13140
1.103	1	0	5	1	110	5	0	11	2	15	1	0	24	13140
1.104	3	0	6	5	110	6	0	1	3	14	1	0	24	19712
1.104	3	0	7	4	110	6	0	4	3	14	1	0	24	19712
1.104	3	0	8	3	110	6	0	7	2	13	1	0	24	13140
1.104	3	0	9	2	110	6	0	9	2	14	1	0	24	13140
1.104	3	0	10	1	110	6	0	11	2	14	1	0	28	16118
1.105	1	0	1	5	110	7	0	1	3	14	1	0	24	19712
1.105	1	0	2	4	110	7	0	4	3	14	1	0	24	19712
1.105	1	0	3	3	110	7	0	7	2	12	1	0	20	9637
1.105	1	0	4	2	110	7	0	9	2	15	1	0	20	9637
1.105	1	0	5	1	110	7	0	11	2	14	1	0	20	9637
1.106	1	0	1	5	110	8	0	1	3	15	1	0	24	19712
1.106	1	0	2	4	110	8	0	4	3	15	1	0	24	19712
1.106	1	0	3	3	110	8	0	7	2	15	1	0	22	11390
1.106	1	0	4	2	110	8	0	9	2	12	1	0	22	11390
1.106	1	0	5	1	110	8	0	11	2	13	1	0	20	9637
1.107	1	0	1	5	110	9	0	1	3	12	1	0	28	24179
1.107	1	0	2	4	110	9	0	4	3	12	1	0	28	24179
1.107	1	0	3	3	110	9	0	7	2	11	1	0	28	16118
1.107	1	0	4	2	110	9	0	9	2	14	1	0	22	11390
1.107	1	0	5	1	110	9	0	11	2	12	1	0	28	16118
1.107	3	0	6	5	110	9	0	1	3	15	1	0	24	19712
1.107	3	0	7	4	110	9	0	4	3	15	1	0	12	6483
1.107	3	0	8	3	110	9	0	7	2	14	1	0	0	466
1.107	3	0	9	2	110	9	0	9	2	15	1	0	24	13140
1.107	3	0	10	1	110	9	0	11	2	15	1	0	28	16118
1.108	3	0	6	5	111	0	0	1	3	13	1	0	22	17083
1.108	3	0	7	4	111	0	0	4	2	12	1	0	20	9637
1.108	3	0	8	3	111	0	0	6	2	12	1	0	20	9637
1.108	3	0	9	2	111	0	0	8	2	13	1	0	20	9637
1.108	3	0	10	1	111	0	0	10	2	13	1	0	28	16118
1.109	3	0	6	5	111	1	0	1	3	14	1	0	22	17083
1.109	3	0	7	4	111	1	0	4	3	14	1	0	28	24179
1.109	3	0	8	3	111	1	0	7	2	13	1	0	20	9637
1.109	3	0	9	2	111	1	0	9	2	14	1	0	20	9637
1.109	3	0	10	1	111	1	0	11	2	14	1	0	28	16118
1.11	1	0	1	5	111	2	0	1	3	14	1	0	22	17083
1.11	1	0	2	4	111	2	0	4	3	14	1	0	22	17083
1.11	1	0	3	3	111	2	0	7	2	14	1	0	26	14893
1.11	1	0	4	2	111	2	0	9	2	15	1	0	22	11390
1.11	1	0	5	1	111	2	0	11	2	14	1	0	22	11390
1.11	3	0	6	5	111	2	0	1	3	12	1	0	24	19712
1.11	3	0	7	4	111	2	0	4	3	11	1	0	24	19712
1.11	3	0	8	3	111	2	0	7	2	11	1	0	24	13140
1.11	3	0	9	2	111	2	0	9	2	12	1	0	24	13140
1.11	3	0	10	1	111	2	0	11	2	12	1	0	28	16118
1.111	3	0	6	5	111	3	0	1	3	11	1	0	24	19712
1.111	3	0	7	4	111	3	0	4	3	13	1	0	24	19712
1.111	3	0	8	3	111	3	0	7	2	15	1	0	24	13140
1.111	3	0	9	2	111	3	0	9	2	11	1	0	24	13140
1.111	3	0	10	1	111	3	0	11	2	11	1	0	28	16118
1.114	1	0	1	5	111	6	0	1	3	13	1	0	28	24179
1.114	1	0	2	4	111	6	0	4	3	13	1	0	28	24179
1.114	1	0	3	3	111	6	0	7	2	13	1	0	28	16118
1.114	1	0	4	2	111	6	0	9	2	13	1	0	28	16118
1.114	1	0	5	1	111	6	0	11	2	15	1	0	2	641
1.118	3	0	6	5	112	0	0	1	3	15	1	0	18	11827
1.118	3	0	7	4	112	0	0	4	3	15	1	0	12	6483
1.118	3	0	8	3	112	0	0	7	2	13	1	0	0	466
1.118	3	0	9	2	112	0	0	9	2	14	1	0	2	641
1.118	3	0	10	1	112	0	0	11	2	15	1	0	28	16118
1.119	3	0	6	5	112	1	0	1	3	14	1	0	20	14456
1.119	3	0	7	4	112	1	0	4	2	14	1	0	14	5607
1.119	3	0	8	3	112	1	0	6	2	12	1	0	8	2570
1.119	3	0	9	2	112	1	0	8	2	13	1	0	8	2570
1.119	3	0	10	1	112	1	0	10	2	14	1	0	28	16118
1.121	3	0	6	5	112	3	0	1	3	13	1	0	16	10514
1.121	3	0	7	4	112	3	0	4	3	13	1	0	10	5258
1.121	3	0	8	3	112	3	0	7	2	15	1	0	0	466
1.121	3	0	9	2	112	3	0	9	2	11	1	0	4	1110
1.121	3	0	10	1	112	3	0	11	2	13	1	0	28	16118
1.122	1	0	1	5	112	4	0	1	3	15	1	0	12	6483
1.122	1	0	2	4	112	4	0	4	3	15	1	0	12	6483
1.122	1	0	3	3	112	4	0	7	2	15	1	0	8	2570
1.122	1	0	4	2	112	4	0	9	2	12	1	0	4	1110
1.122	1	0	5	1	112	4	0	11	2	15	1	0	0	466
1.123	1	0	1	5	112	5	0	1	3	14	1	0	20	14456
1.123	1	0	2	4	112	5	0	4	3	14	1	0	18	11827
1.123	1	0	3	3	112	5	0	7	2	12	1	0	8	2570
1.123	1	0	4	2	112	5	0	9	2	14	1	0	4	1110
1.123	1	0	5	1	112	5	0	11	2	13	1	0	0	466
1.123	3	0	6	5	112	5	0	1	3	15	1	0	24	19712
1.123	3	0	7	4	112	5	0	4	3	15	1	0	24	19712
1.123	3	0	8	3	112	5	0	7	2	14	1	0	0	466
1.123	3	0	9	2	112	5	0	9	2	14	1	0	4	1110
1.123	3	0	10	1	112	5	0	11	2	15	1	0	28	16118
1.124	1	0	1	5	112	6	0	1	3	13	1	0	20	14456
1.124	1	0	2	4	112	6	0	4	3	13	1	0	18	11827
1.124	1	0	3	3	112	6	0	7	2	13	1	0	8	2570
1.124	1	0	4	2	112	6	0	9	2	13	1	0	22	11390
1.124	1	0	5	1	112	6	0	11	2	12	1	0	28	16118
1.126	1	0	1	5	112	8	0	1	3	12	1	0	28	24179
1.126	1	0	2	4	112	8	0	4	3	12	1	0	28	24179
1.126	1	0	3	3	112	8	0	7	2	14	1	0	28	16118
1.126	1	0	4	2	112	8	0	9	2	11	1	0	2	641
1.126	1	0	5	1	112	8	0	11	2	11	1	0	0	466
1.126	3	0	6	5	112	8	0	1	3	13	1	0	16	10514
1.126	3	0	7	4	112	8	0	4	3	13	1	0	12	6483
1.126	3	0	8	3	112	8	0	7	2	15	1	0	0	466
1.126	3	0	9	2	112	8	0	9	2	11	1	0	0	466
1.126	3	0	10	1	112	8	0	11	2	14	1	0	28	16118
1.127	1	0	1	5	112	9	0	1	3	15	1	0	28	24179
1.127	1	0	2	4	112	9	0	4	3	15	1	0	28	24179
1.127	1	0	3	3	112	9	0	7	2	15	1	0	26	14893
1.127	1	0	4	2	112	9	0	9	2	12	1	0	2	641
1.127	1	0	5	1	112	9	0	11	2	15	1	0	0	466
1.127	3	0	6	5	112	9	0	1	3	12	1	0	24	19712
1.127	3	0	7	4	112	9	0	4	3	12	1	0	24	19712
1.127	3	0	8	3	112	9	0	7	2	13	1	0	24	13140
1.127	3	0	9	2	112	9	0	9	2	15	1	0	24	13140
1.127	3	0	10	1	112	9	0	11	2	13	1	0	28	16118
1.129	3	0	6	5	113	1	0	1	3	14	1	0	16	10514
1.129	3	0	7	4	113	1	0	4	3	14	1	0	12	6483
1.129	3	0	8	3	113	1	0	7	2	12	1	0	0	466
1.129	3	0	9	2	113	1	0	9	2	14	1	0	4	1110
1.129	3	0	10	1	113	1	0	11	2	15	1	0	28	16118
1.13	3	0	6	5	113	2	0	1	3	11	1	0	24	19712
1.13	3	0	7	4	113	2	0	4	3	11	1	0	28	24179
1.13	3	0	8	3	113	2	0	7	2	11	1	0	14	5607
1.13	3	0	9	2	113	2	0	9	2	13	1	0	16	7008
1.13	3	0	10	1	113	2	0	11	2	12	1	0	28	16118
1.134	1	0	1	5	113	6	0	1	3	14	1	0	16	10514
1.134	1	0	2	4	113	6	0	4	3	14	1	0	14	8412
1.134	1	0	3	3	113	6	0	7	2	13	1	0	2	641
1.134	1	0	4	2	113	6	0	9	2	15	1	0	2	641
1.134	1	0	5	1	113	6	0	11	2	15	1	0	2	641
1.134	3	0	6	5	113	6	0	1	3	15	1	0	16	10514
1.134	3	0	7	4	113	6	0	4	3	14	1	0	8	3854
1.134	3	0	8	3	113	6	0	7	2	12	1	0	0	466
1.134	3	0	9	2	113	6	0	9	2	14	1	0	4	1110
1.134	3	0	10	1	113	6	0	11	2	15	1	0	28	16118
1.135	1	0	1	5	113	7	0	1	3	13	1	0	20	14456
1.135	1	0	2	4	113	7	0	4	2	13	1	0	28	16118
1.135	1	0	3	3	113	7	0	6	2	11	1	0	16	7008
1.135	1	0	4	2	113	7	0	8	2	14	1	0	18	7885
1.135	1	0	5	1	113	7	0	10	2	14	1	0	2	641
1.136	3	0	6	5	113	8	0	1	3	14	1	0	24	19712
1.136	3	0	7	4	113	8	0	4	3	13	1	0	24	19712
1.136	3	0	8	3	113	8	0	7	2	15	1	0	24	13140
1.136	3	0	9	2	113	8	0	9	2	13	1	0	24	13140
1.136	3	0	10	1	113	8	0	11	2	14	1	0	28	16118
1.138	1	0	1	5	114	0	0	1	3	11	1	0	16	10514
1.138	1	0	2	4	114	0	0	4	3	12	1	0	14	8412
1.138	1	0	3	3	114	0	0	7	2	12	1	0	2	641
1.138	1	0	4	2	114	0	0	9	2	13	1	0	18	7885
1.138	1	0	5	1	114	0	0	11	2	13	1	0	28	16118
1.138	3	0	6	5	114	0	0	1	3	13	1	0	18	11827
1.138	3	0	7	4	114	0	0	4	3	15	1	0	12	6483
1.138	3	0	8	3	114	0	0	7	2	14	1	0	2	641
1.138	3	0	9	2	114	0	0	9	2	15	1	0	4	1110
1.138	3	0	10	1	114	0	0	11	2	13	1	0	28	16118
1.14	3	0	6	5	114	2	0	1	3	15	1	0	16	10514
1.14	3	0	7	4	114	2	0	4	3	14	1	0	12	6483
1.14	3	0	8	3	114	2	0	7	2	11	1	0	0	466
1.14	3	0	9	2	114	2	0	9	2	14	1	0	4	1110
1.14	3	0	10	1	114	2	0	11	2	15	1	0	28	16118
1.141	1	0	1	5	114	3	0	1	3	13	1	0	22	17083
1.141	1	0	2	4	114	3	0	4	3	14	1	0	22	17083
1.141	1	0	3	3	114	3	0	7	2	14	1	0	22	11390
1.141	1	0	4	2	114	3	0	9	2	15	1	0	22	11390
1.141	1	0	5	1	114	3	0	11	2	15	1	0	22	11390
1.142	1	0	1	5	114	4	0	1	3	15	1	0	26	22338
1.142	1	0	2	4	114	4	0	4	3	15	1	0	22	17083
1.142	1	0	3	3	114	4	0	7	2	15	1	0	22	11390
1.142	1	0	4	2	114	4	0	9	2	14	1	0	22	11390
1.142	1	0	5	1	114	4	0	11	2	14	1	0	22	11390
1.142	3	0	6	5	114	4	0	1	3	12	1	0	20	14456
1.142	3	0	7	4	114	4	0	4	3	12	1	0	20	14456
1.142	3	0	8	3	114	4	0	7	2	13	1	0	8	2570
1.142	3	0	9	2	114	4	0	9	2	12	1	0	14	5607
1.142	3	0	10	1	114	4	0	11	2	14	1	0	28	16118
1.144	1	0	1	5	114	6	0	1	3	14	1	0	14	8412
1.144	1	0	2	4	114	6	0	4	3	12	1	0	14	8412
1.144	1	0	3	3	114	6	0	7	2	13	1	0	2	641
1.144	1	0	4	2	114	6	0	9	2	12	1	0	4	1110
1.144	1	0	5	1	114	6	0	11	2	12	1	0	2	641
1.145	1	0	1	5	114	7	0	1	3	12	1	0	18	11827
1.145	1	0	2	4	114	7	0	4	3	13	1	0	14	8412
1.145	1	0	3	3	114	7	0	7	2	12	1	0	2	641
1.145	1	0	4	2	114	7	0	9	2	11	1	0	4	1110
1.145	1	0	5	1	114	7	0	11	2	11	1	0	2	641
1.145	3	0	6	5	114	7	0	1	3	15	1	0	16	10514
1.145	3	0	7	4	114	7	0	4	3	15	1	0	12	6483
1.145	3	0	8	3	114	7	0	7	2	11	1	0	0	466
1.145	3	0	9	2	114	7	0	9	2	15	1	0	4	1110
1.145	3	0	10	1	114	7	0	11	2	15	1	0	28	16118
1.146	3	0	6	5	114	8	0	1	3	14	1	0	24	19712
1.146	3	0	7	4	114	8	0	4	3	14	1	0	24	19712
1.146	3	0	8	3	114	8	0	7	2	15	1	0	24	13140
1.146	3	0	9	2	114	8	0	9	2	14	1	0	24	13140
1.146	3	0	10	1	114	8	0	11	2	13	1	0	28	16118
1.149	3	0	6	5	115	1	0	1	3	13	1	0	16	10514
1.149	3	0	7	4	115	1	0	4	3	13	1	0	12	6483
1.149	3	0	8	3	115	1	0	7	2	12	1	0	0	466
1.149	3	0	9	2	115	1	0	9	2	13	1	0	4	1110
1.149	3	0	10	1	115	1	0	11	2	14	1	0	28	16118
1.151	1	0	1	5	115	3	0	1	3	14	1	0	14	8412
1.151	1	0	2	4	115	3	0	4	3	14	1	0	14	8412
1.151	1	0	3	3	115	3	0	7	2	14	1	0	2	641
1.151	1	0	4	2	115	3	0	9	2	15	1	0	4	1110
1.151	1	0	5	1	115	3	0	11	2	13	1	0	2	641
1.153	3	0	6	5	115	5	0	1	3	15	1	0	14	8412
1.153	3	0	7	4	115	5	0	4	3	15	1	0	8	3854
1.153	3	0	8	3	115	5	0	7	2	14	1	0	0	466
1.153	3	0	9	2	115	5	0	9	2	15	1	0	0	466
1.153	3	0	10	1	115	5	0	11	2	15	1	0	28	16118
1.154	1	0	1	5	115	6	0	1	3	15	1	0	16	10514
1.154	1	0	2	4	115	6	0	4	3	15	1	0	14	8412
1.154	1	0	3	3	115	6	0	7	2	13	1	0	2	641
1.154	1	0	4	2	115	6	0	9	2	14	1	0	8	2570
1.154	1	0	5	1	115	6	0	11	2	14	1	0	8	2570
1.154	3	0	6	5	115	6	0	1	3	13	1	0	14	8412
1.154	3	0	7	4	115	6	0	4	3	13	1	0	8	3854
1.154	3	0	8	3	115	6	0	7	2	12	1	0	0	466
1.154	3	0	9	2	115	6	0	9	2	13	1	0	0	466
1.154	3	0	10	1	115	6	0	11	2	14	1	0	28	16118
1.155	1	0	1	5	115	7	0	1	3	13	1	0	16	10514
1.155	1	0	2	4	115	7	0	4	3	13	1	0	14	8412
1.155	1	0	3	3	115	7	0	7	2	12	1	0	2	641
1.155	1	0	4	2	115	7	0	9	2	12	1	0	26	14893
1.155	1	0	5	1	115	7	0	11	2	12	1	0	8	2570
1.156	1	0	1	5	115	8	0	1	3	14	1	0	18	11827
1.156	1	0	2	4	115	8	0	4	3	14	1	0	14	8412
1.156	1	0	3	3	115	8	0	7	2	14	1	0	2	641
1.156	1	0	4	2	115	8	0	9	2	15	1	0	26	14893
1.156	1	0	5	1	115	8	0	11	2	13	1	0	8	2570
1.156	3	0	6	5	115	8	0	1	3	14	1	0	24	19712
1.156	3	0	7	4	115	8	0	4	3	14	1	0	24	19712
1.156	3	0	8	3	115	8	0	7	2	15	1	0	0	466
1.156	3	0	9	2	115	8	0	9	2	14	1	0	24	13140
1.156	3	0	10	1	115	8	0	11	2	13	1	0	28	16118
1.157	3	0	6	5	115	9	0	1	3	12	1	0	24	19712
1.157	3	0	7	4	115	9	0	4	3	12	1	0	26	22338
1.157	3	0	8	3	115	9	0	7	2	13	1	0	16	7008
1.157	3	0	9	2	115	9	0	9	2	12	1	0	16	7008
1.157	3	0	10	1	115	9	0	11	2	12	1	0	28	16118
1.158	1	0	1	5	116	0	0	1	3	12	1	0	16	10514
1.158	1	0	2	4	116	0	0	4	3	12	1	0	14	8412
1.158	1	0	3	3	116	0	0	7	2	11	1	0	2	641
1.158	1	0	4	2	116	0	0	9	2	13	1	0	4	1110
1.158	1	0	5	1	116	0	0	11	2	11	1	0	2	641
1.158	3	0	6	5	116	0	0	1	3	15	1	0	24	19712
1.158	3	0	7	4	116	0	0	4	3	15	1	0	26	22338
1.158	3	0	8	3	116	0	0	7	2	14	1	0	28	16118
1.158	3	0	9	2	116	0	0	9	2	15	1	0	28	16118
1.158	3	0	10	1	116	0	0	11	2	15	1	0	28	16118
1.16	3	0	6	5	116	2	0	1	3	13	1	0	16	10514
1.16	3	0	7	4	116	2	0	4	3	13	1	0	12	6483
1.16	3	0	8	3	116	2	0	7	2	11	1	0	0	466
1.16	3	0	9	2	116	2	0	9	2	13	1	0	4	1110
1.16	3	0	10	1	116	2	0	11	2	14	1	0	28	16118
1.162	1	0	1	5	116	4	0	1	3	15	1	0	16	10514
1.162	1	0	2	4	116	4	0	4	3	15	1	0	14	8412
1.162	1	0	3	3	116	4	0	7	2	15	1	0	2	641
1.162	1	0	4	2	116	4	0	9	2	11	1	0	4	1110
1.162	1	0	5	1	116	4	0	11	2	15	1	0	2	641
1.163	1	0	1	5	116	5	0	1	3	13	1	0	16	10514
1.163	1	0	2	4	116	5	0	4	3	14	1	0	14	8412
1.163	1	0	3	3	116	5	0	7	2	14	1	0	22	11390
1.163	1	0	4	2	116	5	0	9	2	13	1	0	4	1110
1.163	1	0	5	1	116	5	0	11	2	12	1	0	28	16118
1.165	1	0	1	5	116	7	0	1	3	12	1	0	16	10514
1.165	1	0	2	4	116	7	0	4	3	13	1	0	14	8412
1.165	1	0	3	3	116	7	0	7	2	13	1	0	2	641
1.165	1	0	4	2	116	7	0	9	2	12	1	0	8	2570
1.165	1	0	5	1	116	7	0	11	2	14	1	0	8	2570
1.165	3	0	6	5	116	7	0	1	3	13	1	0	16	10514
1.165	3	0	7	4	116	7	0	4	3	13	1	0	14	8412
1.165	3	0	8	3	116	7	0	7	2	11	1	0	0	466
1.165	3	0	9	2	116	7	0	9	2	13	1	0	4	1110
1.165	3	0	10	1	116	7	0	11	2	15	1	0	28	16118
1.167	1	0	1	5	116	9	0	1	3	15	1	0	16	10514
1.167	1	0	2	4	116	9	0	4	3	15	1	0	14	8412
1.167	1	0	3	3	116	9	0	7	2	15	1	0	2	641
1.167	1	0	4	2	116	9	0	9	2	11	1	0	6	1752
1.167	1	0	5	1	116	9	0	11	2	15	1	0	2	641
1.167	3	0	6	5	116	9	0	1	3	14	1	0	18	11827
1.167	3	0	7	4	116	9	0	4	3	12	1	0	14	8412
1.167	3	0	8	3	116	9	0	7	2	15	1	0	4	1110
1.167	3	0	9	2	116	9	0	9	2	14	1	0	4	1110
1.167	3	0	10	1	116	9	0	11	2	14	1	0	28	16118
1.169	1	0	1	5	117	1	0	1	3	14	1	0	16	10514
1.169	1	0	2	4	117	1	0	4	3	14	1	0	14	8412
1.169	1	0	3	3	117	1	0	7	2	12	1	0	4	1110
1.169	1	0	4	2	117	1	0	9	2	14	1	0	4	1110
1.169	1	0	5	1	117	1	0	11	2	11	1	0	4	1110
1.169	3	0	6	5	117	1	0	1	3	15	1	0	24	19712
1.169	3	0	7	4	117	1	0	4	3	15	1	0	28	24179
1.169	3	0	8	3	117	1	0	7	2	13	1	0	14	5607
1.169	3	0	9	2	117	1	0	9	2	12	1	0	16	7008
1.169	3	0	10	1	117	1	0	11	2	13	1	0	28	16118
1.171	3	0	6	5	117	3	0	1	3	13	1	0	16	10514
1.171	3	0	7	4	117	3	0	4	2	14	1	0	12	4323
1.171	3	0	8	3	117	3	0	6	2	12	1	0	0	466
1.171	3	0	9	2	117	3	0	8	2	13	1	0	4	1110
1.171	3	0	10	1	117	3	0	10	2	15	1	0	28	16118
1.173	1	0	1	5	117	5	0	1	3	15	1	0	16	10514
1.173	1	0	2	4	117	5	0	4	3	15	1	0	14	8412
1.173	1	0	3	3	117	5	0	7	2	15	1	0	2	641
1.173	1	0	4	2	117	5	0	9	2	13	1	0	4	1110
1.173	1	0	5	1	117	5	0	11	2	15	1	0	2	641
1.175	3	0	6	5	117	7	0	1	3	12	1	0	16	10514
1.175	3	0	7	4	117	7	0	4	3	13	1	0	12	6483
1.175	3	0	8	3	117	7	0	7	2	11	1	0	0	466
1.175	3	0	9	2	117	7	0	9	2	15	1	0	4	1110
1.175	3	0	10	1	117	7	0	11	2	14	1	0	28	16118
1.176	1	0	1	5	117	8	0	1	3	14	1	0	16	10514
1.176	1	0	2	4	117	8	0	4	3	14	1	0	14	8412
1.176	1	0	3	3	117	8	0	7	2	14	1	0	2	641
1.176	1	0	4	2	117	8	0	9	2	15	1	0	4	1110
1.176	1	0	5	1	117	8	0	11	2	13	1	0	2	641
1.176	3	0	6	5	117	8	0	1	3	13	1	0	16	10514
1.176	3	0	7	4	117	8	0	4	3	14	1	0	12	6483
1.176	3	0	8	3	117	8	0	7	2	12	1	0	2	641
1.176	3	0	9	2	117	8	0	9	2	14	1	0	4	1110
1.176	3	0	10	1	117	8	0	11	2	15	1	0	28	16118
1.177	1	0	1	5	117	9	0	1	3	13	1	0	16	10514
1.177	1	0	2	4	117	9	0	4	3	13	1	0	14	8412
1.177	1	0	3	3	117	9	0	7	2	13	1	0	2	641
1.177	1	0	4	2	117	9	0	9	2	14	1	0	26	14893
1.177	1	0	5	1	117	9	0	11	2	12	1	0	2	641
1.177	3	0	6	5	117	9	0	1	3	14	1	0	24	19712
1.177	3	0	7	4	117	9	0	4	3	12	1	0	24	19712
1.177	3	0	8	3	117	9	0	7	2	15	1	0	24	13140
1.177	3	0	9	2	117	9	0	9	2	13	1	0	24	13140
1.177	3	0	10	1	117	9	0	11	2	13	1	0	28	16118
1.178	1	0	1	5	118	0	0	1	3	15	1	0	16	10514
1.178	1	0	2	4	118	0	0	4	3	15	1	0	14	8412
1.178	1	0	3	3	118	0	0	7	2	15	1	0	2	641
1.178	1	0	4	2	118	0	0	9	2	13	1	0	8	2570
1.178	1	0	5	1	118	0	0	11	2	15	1	0	2	641
1.178	3	0	6	5	118	0	0	1	3	11	1	0	24	19712
1.178	3	0	7	4	118	0	0	4	3	11	1	0	22	17083
1.178	3	0	8	3	118	0	0	7	2	14	1	0	22	11390
1.178	3	0	9	2	118	0	0	9	2	11	1	0	24	13140
1.178	3	0	10	1	118	0	0	11	2	12	1	0	28	16118
1.179	1	0	1	5	118	1	0	1	3	12	1	0	24	19712
1.179	1	0	2	4	118	1	0	4	2	12	1	0	24	13140
1.179	1	0	3	3	118	1	0	6	2	12	1	0	24	13140
1.179	1	0	4	2	118	1	0	8	2	12	1	0	24	13140
1.179	1	0	5	1	118	1	0	10	2	11	1	0	24	13140
1.18	1	0	1	5	118	2	0	1	3	11	1	0	24	19712
1.18	1	0	2	4	118	2	0	4	3	11	1	0	24	19712
1.18	1	0	3	3	118	2	0	7	2	11	1	0	6	1752
1.18	1	0	4	2	118	2	0	9	2	11	1	0	24	13140
1.18	1	0	5	1	118	2	0	11	2	14	1	0	6	1752
1.18	3	0	6	5	118	2	0	1	3	15	1	0	20	14456
1.18	3	0	7	4	118	2	0	4	3	13	1	0	20	14456
1.18	3	0	8	3	118	2	0	7	2	13	1	0	14	5607
1.18	3	0	9	2	118	2	0	9	2	15	1	0	14	5607
1.18	3	0	10	1	118	2	0	11	2	14	1	0	28	16118
1.181	1	0	1	5	118	3	0	1	3	14	1	0	24	19712
1.181	1	0	2	4	118	3	0	4	3	14	1	0	24	19712
1.181	1	0	3	3	118	3	0	7	2	14	1	0	6	1752
1.181	1	0	4	2	118	3	0	9	2	15	1	0	24	13140
1.181	1	0	5	1	118	3	0	11	2	13	1	0	28	16118
1.184	3	0	6	5	118	6	0	1	3	13	1	0	16	10514
1.184	3	0	7	4	118	6	0	4	3	15	1	0	12	6483
1.184	3	0	8	3	118	6	0	7	2	11	1	0	0	466
