% time(s)	cellId	bwpId	IMSI	RNTI	frame	sframe	slot	symStart	numSym	harqId	ndi	rv	mcs	tbSize
1.184	3	0	9	2	118	6	0	9	2	14	1	0	4	1110
1.184	3	0	10	1	118	6	0	11	2	15	1	0	28	16118
1.186	3	0	6	5	118	8	0	1	3	12	1	0	16	10514
1.186	3	0	7	4	118	8	0	4	3	14	1	0	12	6483
1.186	3	0	8	3	118	8	0	7	2	12	1	0	0	466
1.186	3	0	9	2	118	8	0	9	2	12	1	0	4	1110
1.186	3	0	10	1	118	8	0	11	2	14	1	0	28	16118
1.187	3	0	6	5	118	9	0	1	3	14	1	0	16	10514
1.187	3	0	7	4	118	9	0	4	3	12	1	0	12	6483
1.187	3	0	8	3	118	9	0	7	2	15	1	0	24	13140
1.187	3	0	9	2	118	9	0	9	2	13	1	0	4	1110
1.187	3	0	10	1	118	9	0	11	2	13	1	0	28	16118
1.188	1	0	1	5	119	0	0	1	3	15	1	0	24	19712
1.188	1	0	2	4	119	0	0	4	3	15	1	0	24	19712
1.188	1	0	3	3	119	0	0	7	2	15	1	0	24	13140
1.188	1	0	4	2	119	0	0	9	2	15	1	0	10	3505
1.188	1	0	5	1	119	0	0	11	2	15	1	0	28	16118
1.188	3	0	6	5	119	0	0	1	3	11	1	0	24	19712
1.188	3	0	7	4	119	0	0	4	2	11	1	0	24	13140
1.188	3	0	8	3	119	0	0	6	2	14	1	0	22	11390
1.188	3	0	9	2	119	0	0	8	2	11	1	0	22	11390
1.188	3	0	10	1	119	0	0	10	2	12	1	0	28	16118
1.189	1	0	1	5	119	1	0	1	3	14	1	0	24	19712
1.189	1	0	2	4	119	1	0	4	3	14	1	0	24	19712
1.189	1	0	3	3	119	1	0	7	2	14	1	0	24	13140
1.189	1	0	4	2	119	1	0	9	2	13	1	0	10	3505
1.189	1	0	5	1	119	1	0	11	2	13	1	0	28	16118
1.191	1	0	1	5	119	3	0	1	3	13	1	0	16	10514
1.191	1	0	2	4	119	3	0	4	3	13	1	0	16	10514
1.191	1	0	3	3	119	3	0	7	2	13	1	0	2	641
1.191	1	0	4	2	119	3	0	9	2	12	1	0	18	7885
1.191	1	0	5	1	119	3	0	11	2	14	1	0	2	641
1.191	3	0	6	5	119	3	0	1	3	15	1	0	16	10514
1.191	3	0	7	4	119	3	0	4	3	15	1	0	10	5258
1.191	3	0	8	3	119	3	0	7	2	12	1	0	0	466
1.191	3	0	9	2	119	3	0	9	2	12	1	0	0	466
1.191	3	0	10	1	119	3	0	11	2	15	1	0	28	16118
1.192	1	0	1	5	119	4	0	1	3	12	1	0	16	10514
1.192	1	0	2	4	119	4	0	4	3	12	1	0	16	10514
1.192	1	0	3	3	119	4	0	7	2	12	1	0	2	641
1.192	1	0	4	2	119	4	0	9	2	14	1	0	26	14893
1.192	1	0	5	1	119	4	0	11	2	12	1	0	2	641
1.192	3	0	6	5	119	4	0	1	3	14	1	0	24	19712
1.192	3	0	7	4	119	4	0	4	3	14	1	0	24	19712
1.192	3	0	8	3	119	4	0	7	2	15	1	0	24	13140
1.192	3	0	9	2	119	4	0	9	2	13	1	0	24	13140
1.192	3	0	10	1	119	4	0	11	2	14	1	0	28	16118
1.194	3	0	6	5	119	6	0	1	3	13	1	0	16	10514
1.194	3	0	7	4	119	6	0	4	3	13	1	0	12	6483
1.194	3	0	8	3	119	6	0	7	2	11	1	0	16	7008
1.194	3	0	9	2	119	6	0	9	2	14	1	0	18	7885
1.194	3	0	10	1	119	6	0	11	2	13	1	0	28	16118
1.195	1	0	1	5	119	7	0	1	3	11	1	0	22	17083
1.195	1	0	2	4	119	7	0	4	3	15	1	0	22	17083
1.195	1	0	3	3	119	7	0	7	2	11	1	0	20	9637
1.195	1	0	4	2	119	7	0	9	2	15	1	0	20	9637
1.195	1	0	5	1	119	7	0	11	2	15	1	0	20	9637
1.198	1	0	1	5	120	0	0	1	3	15	1	0	16	10514
1.198	1	0	2	4	120	0	0	4	3	11	1	0	14	8412
1.198	1	0	3	3	120	0	0	7	2	15	1	0	2	641
1.198	1	0	4	2	120	0	0	9	2	13	1	0	4	1110
1.198	1	0	5	1	120	0	0	11	2	14	1	0	2	641
1.199	1	0	1	5	120	1	0	1	3	14	1	0	18	11827
1.199	1	0	2	4	120	1	0	4	3	14	1	0	14	8412
1.199	1	0	3	3	120	1	0	7	2	14	1	0	4	1110
1.199	1	0	4	2	120	1	0	9	2	11	1	0	4	1110
1.199	1	0	5	1	120	1	0	11	2	13	1	0	2	641
1.2	1	0	1	5	120	2	0	1	3	13	1	0	22	17083
1.2	1	0	2	4	120	2	0	4	3	15	1	0	28	24179
1.2	1	0	3	3	120	2	0	7	2	13	1	0	18	7885
1.2	1	0	4	2	120	2	0	9	2	15	1	0	4	1110
1.2	1	0	5	1	120	2	0	11	2	15	1	0	28	16118
1.2	3	0	6	5	120	2	0	1	3	15	1	0	18	11827
1.2	3	0	7	4	120	2	0	4	3	15	1	0	12	6483
1.2	3	0	8	3	120	2	0	7	2	14	1	0	2	641
1.2	3	0	9	2	120	2	0	9	2	15	1	0	4	1110
1.2	3	0	10	1	120	2	0	11	2	15	1	0	28	16118
1.201	1	0	1	5	120	3	0	1	3	12	1	0	24	19712
1.201	1	0	2	4	120	3	0	4	3	13	1	0	24	19712
1.201	1	0	3	3	120	3	0	7	2	12	1	0	24	13140
1.201	1	0	4	2	120	3	0	9	2	12	1	0	24	13140
1.201	1	0	5	1	120	3	0	11	2	12	1	0	24	13140
1.202	3	0	6	5	120	4	0	1	3	14	1	0	18	11827
1.202	3	0	7	4	120	4	0	4	3	13	1	0	12	6483
1.202	3	0	8	3	120	4	0	7	2	15	1	0	0	466
1.202	3	0	9	2	120	4	0	9	2	13	1	0	4	1110
1.202	3	0	10	1	120	4	0	11	2	14	1	0	28	16118
1.203	1	0	1	5	120	5	0	1	3	15	1	0	24	19712
1.203	1	0	2	4	120	5	0	4	3	12	1	0	14	8412
1.203	1	0	3	3	120	5	0	7	2	15	1	0	24	13140
1.203	1	0	4	2	120	5	0	9	2	13	1	0	6	1752
1.203	1	0	5	1	120	5	0	11	2	14	1	0	24	13140
1.203	3	0	6	5	120	5	0	1	3	13	1	0	20	14456
1.203	3	0	7	4	120	5	0	4	3	14	1	0	14	8412
1.203	3	0	8	3	120	5	0	7	2	13	1	0	6	1752
1.203	3	0	9	2	120	5	0	9	2	12	1	0	8	2570
1.203	3	0	10	1	120	5	0	11	2	13	1	0	28	16118
1.204	1	0	1	5	120	6	0	1	3	14	1	0	24	19712
1.204	1	0	2	4	120	6	0	4	3	14	1	0	24	19712
1.204	1	0	3	3	120	6	0	7	2	14	1	0	24	13140
1.204	1	0	4	2	120	6	0	9	2	11	1	0	24	13140
1.204	1	0	5	1	120	6	0	11	2	13	1	0	24	13140
1.204	3	0	6	5	120	6	0	1	3	12	1	0	20	14456
1.204	3	0	7	4	120	6	0	4	3	12	1	0	28	24179
1.204	3	0	8	3	120	6	0	7	2	11	1	0	6	1752
1.204	3	0	9	2	120	6	0	9	2	14	1	0	8	2570
1.204	3	0	10	1	120	6	0	11	2	12	1	0	28	16118
1.206	1	0	1	5	120	8	0	1	3	12	1	0	16	10514
1.206	1	0	2	4	120	8	0	4	3	13	1	0	14	8412
1.206	1	0	3	3	120	8	0	7	2	12	1	0	2	641
1.206	1	0	4	2	120	8	0	9	2	15	1	0	4	1110
1.206	1	0	5	1	120	8	0	11	2	12	1	0	2	641
1.206	3	0	6	5	120	8	0	1	3	11	1	0	16	10514
1.206	3	0	7	4	120	8	0	4	3	15	1	0	12	6483
1.206	3	0	8	3	120	8	0	7	2	12	1	0	0	466
1.206	3	0	9	2	120	8	0	9	2	15	1	0	4	1110
1.206	3	0	10	1	120	8	0	11	2	15	1	0	28	16118
1.207	1	0	1	5	120	9	0	1	3	11	1	0	24	19712
1.207	1	0	2	4	120	9	0	4	3	11	1	0	24	19712
1.207	1	0	3	3	120	9	0	7	2	11	1	0	24	13140
1.207	1	0	4	2	120	9	0	9	2	14	1	0	24	13140
1.207	1	0	5	1	120	9	0	11	2	11	1	0	24	13140
1.207	3	0	6	5	120	9	0	1	3	14	1	0	16	10514
1.207	3	0	7	4	120	9	0	4	3	13	1	0	12	6483
1.207	3	0	8	3	120	9	0	7	2	15	1	0	24	13140
1.207	3	0	9	2	120	9	0	9	2	13	1	0	4	1110
1.207	3	0	10	1	120	9	0	11	2	14	1	0	28	16118
1.215	1	0	1	5	121	7	0	1	3	15	1	0	14	8412
1.215	1	0	2	4	121	7	0	4	2	15	1	0	10	3505
1.215	1	0	3	3	121	7	0	6	2	13	1	0	2	641
1.215	1	0	4	2	121	7	0	8	2	15	1	0	4	1110
1.215	1	0	5	1	121	7	0	10	2	15	1	0	2	641
1.215	3	0	6	5	121	7	0	1	3	15	1	0	16	10514
1.215	3	0	7	4	121	7	0	4	3	15	1	0	8	3854
1.215	3	0	8	3	121	7	0	7	2	14	1	0	0	466
1.215	3	0	9	2	121	7	0	9	2	15	1	0	4	1110
1.215	3	0	10	1	121	7	0	11	2	15	1	0	28	16118
1.217	1	0	1	5	121	9	0	1	3	14	1	0	14	8412
1.217	1	0	2	4	121	9	0	4	2	14	1	0	20	9637
1.217	1	0	3	3	121	9	0	6	2	12	1	0	2	641
1.217	1	0	4	2	121	9	0	8	2	13	1	0	4	1110
1.217	1	0	5	1	121	9	0	10	2	12	1	0	0	466
1.218	3	0	6	5	122	0	0	1	3	14	1	0	16	10514
1.218	3	0	7	4	122	0	0	4	3	14	1	0	8	3854
1.218	3	0	8	3	122	0	0	7	2	13	1	0	0	466
1.218	3	0	9	2	122	0	0	9	2	14	1	0	4	1110
1.218	3	0	10	1	122	0	0	11	2	14	1	0	28	16118
1.22	1	0	1	5	122	2	0	1	3	13	1	0	24	19712
1.22	1	0	2	4	122	2	0	4	3	15	1	0	24	19712
1.22	1	0	3	3	122	2	0	7	2	13	1	0	2	641
1.22	1	0	4	2	122	2	0	9	2	15	1	0	4	1110
1.22	1	0	5	1	122	2	0	11	2	15	1	0	20	9637
1.22	3	0	6	5	122	2	0	1	3	15	1	0	16	10514
1.22	3	0	7	4	122	2	0	4	3	15	1	0	12	6483
1.22	3	0	8	3	122	2	0	7	2	14	1	0	2	641
1.22	3	0	9	2	122	2	0	9	2	15	1	0	8	2570
1.22	3	0	10	1	122	2	0	11	2	15	1	0	28	16118
1.222	1	0	1	5	122	4	0	1	3	15	1	0	16	10514
1.222	1	0	2	4	122	4	0	4	3	14	1	0	14	8412
1.222	1	0	3	3	122	4	0	7	2	12	1	0	20	9637
1.222	1	0	4	2	122	4	0	9	2	14	1	0	20	9637
1.222	1	0	5	1	122	4	0	11	2	14	1	0	0	466
1.222	3	0	6	5	122	4	0	1	3	13	1	0	16	10514
1.222	3	0	7	4	122	4	0	4	3	13	1	0	26	22338
1.222	3	0	8	3	122	4	0	7	2	15	1	0	0	466
1.222	3	0	9	2	122	4	0	9	2	13	1	0	20	9637
1.222	3	0	10	1	122	4	0	11	2	13	1	0	28	16118
1.223	1	0	1	5	122	5	0	1	3	14	1	0	24	19712
1.223	1	0	2	4	122	5	0	4	3	13	1	0	24	19712
1.223	1	0	3	3	122	5	0	7	2	15	1	0	24	13140
1.223	1	0	4	2	122	5	0	9	2	13	1	0	24	13140
1.223	1	0	5	1	122	5	0	11	2	12	1	0	24	13140
1.223	3	0	6	5	122	5	0	1	3	14	1	0	16	10514
1.223	3	0	7	4	122	5	0	4	3	14	1	0	26	22338
1.223	3	0	8	3	122	5	0	7	2	13	1	0	28	16118
1.223	3	0	9	2	122	5	0	9	2	14	1	0	20	9637
1.223	3	0	10	1	122	5	0	11	2	14	1	0	28	16118
1.224	1	0	1	5	122	6	0	1	3	12	1	0	24	19712
1.224	1	0	2	4	122	6	0	4	3	12	1	0	24	19712
1.224	1	0	3	3	122	6	0	7	2	14	1	0	26	14893
1.224	1	0	4	2	122	6	0	9	2	12	1	0	24	13140
1.224	1	0	5	1	122	6	0	11	2	11	1	0	24	13140
1.224	3	0	6	5	122	6	0	1	3	12	1	0	24	19712
1.224	3	0	7	4	122	6	0	4	3	12	1	0	24	19712
1.224	3	0	8	3	122	6	0	7	2	11	1	0	24	13140
1.224	3	0	9	2	122	6	0	9	2	12	1	0	24	13140
1.224	3	0	10	1	122	6	0	11	2	12	1	0	28	16118
1.226	1	0	1	5	122	8	0	1	3	11	1	0	16	10514
1.226	1	0	2	4	122	8	0	4	3	11	1	0	12	6483
1.226	1	0	3	3	122	8	0	7	2	13	1	0	2	641
1.226	1	0	4	2	122	8	0	9	2	15	1	0	4	1110
1.226	1	0	5	1	122	8	0	11	2	13	1	0	2	641
1.226	3	0	6	5	122	8	0	1	3	15	1	0	16	10514
1.226	3	0	7	4	122	8	0	4	3	15	1	0	12	6483
1.226	3	0	8	3	122	8	0	7	2	12	1	0	0	466
1.226	3	0	9	2	122	8	0	9	2	11	1	0	4	1110
1.226	3	0	10	1	122	8	0	11	2	15	1	0	28	16118
1.235	3	0	6	5	123	7	0	1	3	15	1	0	16	10514
1.235	3	0	7	4	123	7	0	4	3	15	1	0	8	3854
1.235	3	0	8	3	123	7	0	7	2	14	1	0	0	466
1.235	3	0	9	2	123	7	0	9	2	15	1	0	4	1110
1.235	3	0	10	1	123	7	0	11	2	15	1	0	28	16118
1.236	1	0	2	4	123	8	0	1	3	15	1	0	12	6483
1.236	1	0	3	3	123	8	0	4	3	13	1	0	2	964
1.236	1	0	4	2	123	8	0	7	3	15	1	0	8	3854
1.236	1	0	5	1	123	8	0	10	3	15	1	0	8	3854
1.237	3	0	6	5	123	9	0	1	3	14	1	0	16	10514
1.237	3	0	7	4	123	9	0	4	3	14	1	0	8	3854
1.237	3	0	8	3	123	9	0	7	2	15	1	0	0	466
1.237	3	0	9	2	123	9	0	9	2	13	1	0	4	1110
1.237	3	0	10	1	123	9	0	11	2	14	1	0	28	16118
1.238	1	0	2	4	124	0	0	1	3	14	1	0	12	6483
1.238	1	0	3	3	124	0	0	4	3	15	1	0	4	1664
1.238	1	0	4	2	124	0	0	7	3	13	1	0	6	2629
1.238	1	0	5	1	124	0	0	10	3	14	1	0	8	3854
1.24	1	0	2	4	124	2	0	1	3	13	1	0	14	8412
1.24	1	0	3	3	124	2	0	4	3	11	1	0	4	1664
1.24	1	0	4	2	124	2	0	7	3	12	1	0	6	2629
1.24	1	0	5	1	124	2	0	10	3	13	1	0	4	1664
1.24	3	0	6	5	124	2	0	1	3	15	1	0	16	10514
1.24	3	0	7	4	124	2	0	4	3	15	1	0	14	8412
1.24	3	0	8	3	124	2	0	7	3	14	1	0	6	2629
1.24	3	0	9	2	124	2	0	10	3	15	1	0	6	2629
1.241	1	0	2	4	124	3	0	1	3	15	1	0	14	8412
1.241	1	0	3	3	124	3	0	4	3	13	1	0	4	1664
1.241	1	0	4	2	124	3	0	7	3	15	1	0	26	22338
1.241	1	0	5	1	124	3	0	10	3	15	1	0	4	1664
1.241	3	0	6	5	124	3	0	1	3	13	1	0	24	19712
1.241	3	0	7	4	124	3	0	4	3	13	1	0	24	19712
1.241	3	0	8	3	124	3	0	7	3	12	1	0	24	19712
1.241	3	0	9	2	124	3	0	10	3	11	1	0	24	19712
1.242	1	0	2	4	124	4	0	1	3	12	1	0	24	19712
1.242	1	0	3	3	124	4	0	4	3	12	1	0	24	19712
1.242	1	0	4	2	124	4	0	7	3	14	1	0	24	19712
1.242	1	0	5	1	124	4	0	10	3	11	1	0	24	19712
1.242	3	0	6	5	124	4	0	1	3	14	1	0	24	19712
1.242	3	0	7	4	124	4	0	4	3	14	1	0	24	19712
1.242	3	0	8	3	124	4	0	7	3	15	1	0	22	17083
1.242	3	0	9	2	124	4	0	10	3	13	1	0	24	19712
1.243	1	0	2	4	124	5	0	1	3	14	1	0	24	19712
1.243	1	0	3	3	124	5	0	4	3	15	1	0	22	17083
1.243	1	0	4	2	124	5	0	7	3	13	1	0	24	19712
1.243	1	0	5	1	124	5	0	10	3	14	1	0	24	19712
1.243	3	0	6	5	124	5	0	1	3	12	1	0	22	17083
1.243	3	0	7	4	124	5	0	4	3	11	1	0	20	14456
1.243	3	0	8	3	124	5	0	7	3	13	1	0	14	8412
1.243	3	0	9	2	124	5	0	10	3	14	1	0	20	14456
1.244	1	0	2	4	124	6	0	1	3	11	1	0	22	17083
1.244	1	0	3	3	124	6	0	4	3	14	1	0	20	14456
1.244	1	0	4	2	124	6	0	7	3	11	1	0	20	14456
1.244	1	0	5	1	124	6	0	10	3	12	1	0	20	14456
1.244	3	0	6	5	124	6	0	1	3	11	1	0	22	17083
1.244	3	0	7	4	124	6	0	4	3	12	1	0	20	14456
1.244	3	0	8	3	124	6	0	7	3	11	1	0	18	11827
1.244	3	0	9	2	124	6	0	10	3	12	1	0	20	14456
1.253	1	0	2	4	125	5	0	1	1	15	1	0	12	2163
1.253	1	0	3	3	125	5	0	2	3	13	1	0	2	964
1.253	1	0	4	2	125	5	0	5	4	14	1	0	2	1286
1.253	1	0	5	1	125	5	0	9	4	15	1	0	0	935
1.258	1	0	3	3	126	0	0	1	4	13	1	0	2	1286
1.258	1	0	4	2	126	0	0	5	4	14	1	0	8	5141
1.258	1	0	5	1	126	0	0	9	4	15	1	0	0	935
1.261	3	0	6	5	126	3	0	1	3	15	1	0	16	10514
1.261	3	0	7	4	126	3	0	4	3	15	1	0	12	6483
1.261	3	0	8	3	126	3	0	7	3	14	1	0	0	700
1.261	3	0	9	2	126	3	0	10	2	15	1	0	2	641
1.262	1	0	3	3	126	4	0	1	4	12	1	0	2	1286
1.262	1	0	4	2	126	4	0	5	4	15	1	0	2	1286
1.262	1	0	5	1	126	4	0	9	4	13	1	0	0	935
1.262	3	0	6	5	126	4	0	1	3	14	1	0	16	10514
1.262	3	0	7	4	126	4	0	4	3	14	1	0	8	3854
1.262	3	0	8	3	126	4	0	7	3	13	1	0	0	700
1.262	3	0	9	2	126	4	0	10	3	11	1	0	2	964
1.263	1	0	3	3	126	5	0	1	4	13	1	0	2	1286
1.263	1	0	4	2	126	5	0	5	4	14	1	0	2	1286
1.263	1	0	5	1	126	5	0	9	4	15	1	0	0	935
1.263	3	0	6	5	126	5	0	1	3	13	1	0	16	10514
1.263	3	0	7	4	126	5	0	4	3	13	1	0	12	6483
1.263	3	0	8	3	126	5	0	7	3	15	1	0	0	700
1.263	3	0	9	2	126	5	0	10	3	13	1	0	2	964
1.264	1	0	3	3	126	6	0	1	4	15	1	0	8	5141
1.264	1	0	4	2	126	6	0	5	4	12	1	0	8	5141
1.264	1	0	5	1	126	6	0	9	4	14	1	0	8	5141
1.264	3	0	6	5	126	6	0	1	3	12	1	0	16	10514
1.264	3	0	7	4	126	6	0	4	3	12	1	0	12	6483
1.264	3	0	8	3	126	6	0	7	3	12	1	0	14	8412
1.264	3	0	9	2	126	6	0	10	3	14	1	0	14	8412
1.265	1	0	3	3	126	7	0	1	4	11	1	0	2	1286
1.265	1	0	4	2	126	7	0	5	4	13	1	0	8	5141
1.265	1	0	5	1	126	7	0	9	4	12	1	0	2	1286
1.265	3	0	6	5	126	7	0	1	3	11	1	0	16	10514
1.265	3	0	7	4	126	7	0	4	3	11	1	0	28	24179
1.265	3	0	8	3	126	7	0	7	3	11	1	0	14	8412
1.265	3	0	9	2	126	7	0	10	3	12	1	0	28	24179
1.266	1	0	3	3	126	8	0	1	4	14	1	0	2	1286
1.266	1	0	4	2	126	8	0	5	4	11	1	0	8	5141
1.266	1	0	5	1	126	8	0	9	4	11	1	0	6	3505
1.266	3	0	6	5	126	8	0	1	3	15	1	0	16	10514
1.266	3	0	7	4	126	8	0	4	3	15	1	0	28	24179
1.266	3	0	8	3	126	8	0	7	3	14	1	0	14	8412
1.266	3	0	9	2	126	8	0	10	3	15	1	0	6	2629
1.267	1	0	3	3	126	9	0	1	4	12	1	0	28	32237
1.267	1	0	4	2	126	9	0	5	4	15	1	0	28	32237
1.267	1	0	5	1	126	9	0	9	4	13	1	0	6	3505
1.268	1	0	3	3	127	0	0	1	4	13	1	0	18	15770
1.268	1	0	4	2	127	0	0	5	4	14	1	0	16	14017
1.268	1	0	5	1	127	0	0	9	4	15	1	0	26	29787
1.268	3	0	6	5	127	0	0	1	3	13	1	0	14	8412
1.268	3	0	7	4	127	0	0	4	3	14	1	0	26	22338
1.268	3	0	8	3	127	0	0	7	3	15	1	0	14	8412
1.268	3	0	9	2	127	0	0	10	2	13	1	0	4	1110
1.269	1	0	3	3	127	1	0	1	4	15	1	0	16	14017
1.269	1	0	4	2	127	1	0	5	4	12	1	0	16	14017
1.269	1	0	5	1	127	1	0	9	4	14	1	0	26	29787
1.27	1	0	3	3	127	2	0	1	4	11	1	0	16	14017
1.27	1	0	4	2	127	2	0	5	4	13	1	0	16	14017
1.27	1	0	5	1	127	2	0	9	4	12	1	0	26	29787
1.271	1	0	3	3	127	3	0	1	4	14	1	0	16	14017
1.271	1	0	4	2	127	3	0	5	4	11	1	0	16	14017
1.271	1	0	5	1	127	3	0	9	4	11	1	0	26	29787
1.272	3	0	6	5	127	4	0	1	3	15	1	0	16	10514
1.272	3	0	7	4	127	4	0	4	3	13	1	0	26	22338
1.272	3	0	8	3	127	4	0	7	3	14	1	0	14	8412
1.272	3	0	9	2	127	4	0	10	3	11	1	0	2	964
1.274	3	0	6	5	127	6	0	1	3	14	1	0	16	10514
1.274	3	0	7	4	127	6	0	4	3	14	1	0	26	22338
1.274	3	0	8	3	127	6	0	7	3	15	1	0	14	8412
1.274	3	0	9	2	127	6	0	10	3	14	1	0	2	964
1.276	3	0	6	5	127	8	0	1	3	13	1	0	16	10514
1.276	3	0	7	4	127	8	0	4	3	15	1	0	24	19712
1.276	3	0	8	3	127	8	0	7	3	13	1	0	14	8412
1.276	3	0	9	2	127	8	0	10	3	15	1	0	16	10514
1.278	1	0	3	3	128	0	0	1	4	15	1	0	18	15770
1.278	1	0	4	2	128	0	0	5	4	15	1	0	18	15770
1.278	1	0	5	1	128	0	0	9	4	15	1	0	8	5141
1.278	3	0	6	5	128	0	0	1	3	15	1	0	18	11827
1.278	3	0	7	4	128	0	0	4	3	12	1	0	14	8412
1.278	3	0	8	3	128	0	0	7	3	12	1	0	4	1664
1.278	3	0	9	2	128	0	0	10	3	13	1	0	6	2629
1.279	1	0	3	3	128	1	0	1	4	13	1	0	8	5141
1.279	1	0	4	2	128	1	0	5	4	14	1	0	18	15770
1.279	1	0	5	1	128	1	0	9	4	14	1	0	8	5141
1.28	1	0	3	3	128	2	0	1	4	12	1	0	8	5141
1.28	1	0	4	2	128	2	0	5	4	12	1	0	18	15770
1.28	1	0	5	1	128	2	0	9	4	13	1	0	28	32237
1.281	1	0	3	3	128	3	0	1	4	11	1	0	14	11214
1.281	1	0	4	2	128	3	0	5	4	13	1	0	18	15770
1.281	1	0	5	1	128	3	0	9	4	12	1	0	14	11214
1.284	1	0	3	3	128	6	0	1	4	14	1	0	16	14017
1.284	1	0	4	2	128	6	0	5	4	14	1	0	16	14017
1.284	1	0	5	1	128	6	0	9	4	15	1	0	26	29787
1.284	3	0	6	5	128	6	0	1	3	14	1	0	14	8412
1.284	3	0	7	4	128	6	0	4	3	14	1	0	26	22338
1.284	3	0	8	3	128	6	0	7	3	15	1	0	14	8412
1.284	3	0	9	2	128	6	0	10	3	14	1	0	2	964
1.285	3	0	6	5	128	7	0	1	3	13	1	0	14	8412
1.285	3	0	7	4	128	7	0	4	3	13	1	0	28	24179
1.285	3	0	8	3	128	7	0	7	3	12	1	0	14	8412
1.285	3	0	9	2	128	7	0	10	3	12	1	0	2	964
1.286	3	0	6	5	128	8	0	1	3	12	1	0	14	8412
1.286	3	0	7	4	128	8	0	4	3	15	1	0	28	24179
1.286	3	0	8	3	128	8	0	7	3	13	1	0	14	8412
1.286	3	0	9	2	128	8	0	10	3	15	1	0	20	14456
1.288	3	0	6	5	129	0	0	1	3	15	1	0	14	8412
1.288	3	0	7	4	129	0	0	4	3	12	1	0	22	17083
1.288	3	0	8	3	129	0	0	7	3	11	1	0	0	700
1.288	3	0	9	2	129	0	0	10	3	13	1	0	16	10514
1.289	1	0	3	3	129	1	0	1	4	14	1	0	4	2221
1.289	1	0	4	2	129	1	0	5	4	15	1	0	6	3505
1.289	1	0	5	1	129	1	0	9	4	15	1	0	4	2221
1.289	3	0	6	5	129	1	0	1	3	14	1	0	16	10514
1.289	3	0	7	4	129	1	0	4	3	14	1	0	22	17083
1.289	3	0	8	3	129	1	0	7	3	15	1	0	0	700
1.289	3	0	9	2	129	1	0	10	3	14	1	0	4	1664
1.29	1	0	3	3	129	2	0	1	4	13	1	0	16	14017
1.29	1	0	4	2	129	2	0	5	4	14	1	0	16	14017
1.29	1	0	5	1	129	2	0	9	4	14	1	0	26	29787
1.291	1	0	3	3	129	3	0	1	4	12	1	0	16	14017
1.291	1	0	4	2	129	3	0	5	4	12	1	0	16	14017
1.291	1	0	5	1	129	3	0	9	4	13	1	0	28	32237
1.292	3	0	6	5	129	4	0	1	3	13	1	0	18	11827
1.292	3	0	7	4	129	4	0	4	3	11	1	0	12	6483
1.292	3	0	8	3	129	4	0	7	3	14	1	0	4	1664
1.292	3	0	9	2	129	4	0	10	3	12	1	0	6	2629
1.293	1	0	3	3	129	5	0	1	4	15	1	0	18	15770
1.293	1	0	4	2	129	5	0	5	4	11	1	0	6	3505
1.293	1	0	5	1	129	5	0	9	4	12	1	0	26	29787
1.294	1	0	3	3	129	6	0	1	4	14	1	0	22	22778
1.294	1	0	4	2	129	6	0	5	4	15	1	0	6	3505
1.294	1	0	5	1	129	6	0	9	4	15	1	0	26	29787
1.294	3	0	6	5	129	6	0	1	3	15	1	0	22	17083
1.294	3	0	7	4	129	6	0	4	3	14	1	0	20	14456
1.294	3	0	8	3	129	6	0	7	3	15	1	0	20	14456
1.294	3	0	9	2	129	6	0	10	3	14	1	0	20	14456
1.295	3	0	6	5	129	7	0	1	3	14	1	0	16	10514
1.295	3	0	7	4	129	7	0	4	3	13	1	0	26	22338
1.295	3	0	8	3	129	7	0	7	3	12	1	0	14	8412
1.295	3	0	9	2	129	7	0	10	3	13	1	0	4	1664
1.296	3	0	6	5	129	8	0	1	3	12	1	0	16	10514
1.296	3	0	7	4	129	8	0	4	3	15	1	0	28	24179
1.296	3	0	8	3	129	8	0	7	3	13	1	0	14	8412
1.296	3	0	9	2	129	8	0	10	3	15	1	0	4	1664
1.297	3	0	6	5	129	9	0	1	3	13	1	0	16	10514
1.297	3	0	7	4	129	9	0	4	3	11	1	0	22	17083
1.297	3	0	8	3	129	9	0	7	3	14	1	0	12	6483
1.297	3	0	9	2	129	9	0	10	3	12	1	0	16	10514
1.298	3	0	6	5	130	0	0	1	1	11	1	0	22	5695
1.298	3	0	7	4	130	0	0	2	3	12	1	0	20	14456
1.298	3	0	8	3	130	0	0	5	4	11	1	0	20	19272
1.298	3	0	9	2	130	0	0	9	4	11	1	0	20	19272
1.3	1	0	3	3	130	2	0	1	4	15	1	0	16	14017
1.3	1	0	4	2	130	2	0	5	4	15	1	0	18	15770
1.3	1	0	5	1	130	2	0	9	4	15	1	0	26	29787
1.301	1	0	3	3	130	3	0	1	4	13	1	0	16	14017
1.301	1	0	4	2	130	3	0	5	4	14	1	0	18	15770
1.301	1	0	5	1	130	3	0	9	4	14	1	0	28	32237
1.302	1	0	3	3	130	4	0	1	4	12	1	0	18	15770
1.302	1	0	4	2	130	4	0	5	4	13	1	0	20	19272
1.302	1	0	5	1	130	4	0	9	4	13	1	0	28	32237
1.303	1	0	3	3	130	5	0	1	4	11	1	0	18	15770
1.303	1	0	4	2	130	5	0	5	4	12	1	0	20	19272
1.303	1	0	5	1	130	5	0	9	4	12	1	0	28	32237
1.303	3	0	7	4	130	5	0	1	4	14	1	0	20	19272
