time(s)	cellId	rnti	lcid	packetSize	delay(s)
1.0226	2	4	3	1530	0.0123826
1.0226	2	4	3	1530	0.01237
1.0226	2	4	3	1530	0.0123575
1.0226	2	4	3	1530	0.0123449
1.0226	2	4	3	1530	0.0123323
1.02303	2	1	3	1530	0.0129832
1.02339	2	5	3	1530	0.0130816
1.02339	2	5	3	1530	0.0130691
1.02339	2	5	3	1530	0.0130565
1.02339	2	5	3	1530	0.013044
1.02339	2	5	3	1530	0.0130314
1.02339	2	5	3	1530	0.0130188
1.02339	4	5	3	1530	0.0133517
1.02339	4	5	3	1530	0.0133391
1.02339	4	5	3	1530	0.0133266
1.02339	4	5	3	1530	0.013314
1.02339	4	5	3	1530	0.0133014
1.02339	4	5	3	1530	0.0132889
1.02339	4	5	3	1530	0.0132763
1.02353	4	4	3	1530	0.0134933
1.02353	4	4	3	1530	0.0134807
1.0236	2	4	3	1530	0.0133198
1.0236	2	4	3	1530	0.0133072
1.0236	2	4	3	1530	0.0132947
1.0236	2	4	3	1530	0.0132821
1.0236	2	4	3	1530	0.0132695
1.0236	2	4	3	1530	0.013257
1.02381	4	2	3	1530	0.013789
1.02396	4	1	3	1530	0.0139306
1.02396	4	1	3	1530	0.0139181
1.02396	4	1	3	1530	0.0139055
1.02396	4	1	3	1530	0.013893
1.02396	4	1	3	1530	0.0138804
1.02396	4	1	3	1530	0.0138678
1.02396	4	1	3	1530	0.0138553
1.02396	4	1	3	1530	0.0138427
1.02396	4	1	3	1530	0.0138302
1.02396	4	1	3	1530	0.0138176
1.02396	4	1	3	1530	0.013805
1.02403	2	1	3	1530	0.0139707
1.02439	4	5	3	1530	0.0142638
1.02439	4	5	3	1530	0.0142512
1.02439	4	5	3	1530	0.0142386
1.02439	4	5	3	1530	0.0142261
1.02439	4	5	3	1530	0.0142135
1.02439	4	5	3	1530	0.014201
1.0246	4	4	3	1530	0.0145396
1.0246	4	4	3	1530	0.014527
1.0246	4	4	3	1530	0.0145145
1.0246	4	4	3	1530	0.0145019
1.0246	4	4	3	1530	0.0144893
1.02503	4	1	3	1530	0.0148639
1.02503	4	1	3	1530	0.0148513
1.02503	4	1	3	1530	0.0148388
1.02503	4	1	3	1530	0.0148262
1.02503	4	1	3	1530	0.0148137
1.02503	4	1	3	1530	0.0148011
1.02503	4	1	3	1530	0.0147885
1.02503	4	1	3	1530	0.014776
1.02503	4	1	3	1530	0.0147634
1.02503	4	1	3	1530	0.0147509
1.02539	4	5	3	1530	0.0151884
1.02539	4	5	3	1530	0.0151758
1.02539	4	5	3	1530	0.0151633
1.02539	4	5	3	1530	0.0151507
1.02539	4	5	3	1530	0.0151382
1.02539	4	5	3	1530	0.0151256
1.02539	4	5	3	1530	0.015113
1.0256	4	4	3	1530	0.0154768
1.0256	4	4	3	1530	0.0154642
1.0256	4	4	3	1530	0.0154517
1.0256	4	4	3	1530	0.0154391
1.02589	4	2	3	1530	0.0158479
1.02603	4	1	3	1530	0.0157383
1.02603	4	1	3	1530	0.0157257
1.02603	4	1	3	1530	0.0157132
1.02603	4	1	3	1530	0.0157006
1.02603	4	1	3	1530	0.0156881
1.02603	4	1	3	1530	0.0156755
1.02603	4	1	3	1530	0.0156629
1.02603	4	1	3	1530	0.0156504
1.02603	4	1	3	1530	0.0156378
1.02603	4	1	3	1530	0.0156253
1.02603	4	1	3	1530	0.0156127
1.02639	4	5	3	1530	0.0161005
1.02639	4	5	3	1530	0.0160879
1.02639	4	5	3	1530	0.0160754
1.02639	4	5	3	1530	0.0160628
1.02639	4	5	3	1530	0.0160502
1.02639	4	5	3	1530	0.0160377
1.02639	4	5	3	1530	0.0160251
1.0266	4	4	3	1530	0.0164265
1.0266	4	4	3	1530	0.016414
1.0266	4	4	3	1530	0.0164014
1.0266	4	4	3	1530	0.0163889
1.02689	4	2	3	1530	0.0168353
1.02703	4	1	3	1530	0.0166001
1.02703	4	1	3	1530	0.0165876
1.02703	4	1	3	1530	0.016575
1.02703	4	1	3	1530	0.0165625
1.02703	4	1	3	1530	0.0165499
1.02703	4	1	3	1530	0.0165373
1.02703	4	1	3	1530	0.0165248
1.02703	4	1	3	1530	0.0165122
1.02703	4	1	3	1530	0.0164997
1.02703	4	1	3	1530	0.0164871
1.02739	4	5	3	1530	0.0170126
1.02739	4	5	3	1530	0.017
1.02739	4	5	3	1530	0.0169874
1.02739	4	5	3	1530	0.0169749
1.02739	4	5	3	1530	0.0169623
1.02739	4	5	3	1530	0.0169498
1.02739	4	5	3	1530	0.0169372
1.0276	4	4	3	1530	0.0173763
1.0276	4	4	3	1530	0.0173637
1.0276	4	4	3	1530	0.0173512
1.0276	4	4	3	1530	0.0173386
1.02789	4	2	3	1530	0.0178228
1.02803	4	1	3	1530	0.0174745
1.02803	4	1	3	1530	0.017462
1.02803	4	1	3	1530	0.0174494
1.02803	4	1	3	1530	0.0174369
1.02803	4	1	3	1530	0.0174243
1.02803	4	1	3	1530	0.0174117
1.02803	4	1	3	1530	0.0173992
1.02803	4	1	3	1530	0.0173866
1.02803	4	1	3	1530	0.0173741
1.02803	4	1	3	1530	0.0173615
1.02803	4	1	3	1530	0.0173489
1.02839	4	5	3	1530	0.0179246
1.02839	4	5	3	1530	0.0179121
1.02839	4	5	3	1530	0.0178995
1.02839	4	5	3	1530	0.017887
1.02839	4	5	3	1530	0.0178744
1.02839	4	5	3	1530	0.0178618
1.02839	4	5	3	1530	0.0178493
1.0286	4	4	3	1530	0.0183261
1.0286	4	4	3	1530	0.0183135
1.0286	4	4	3	1530	0.0183009
1.0286	4	4	3	1530	0.0182884
1.0286	4	4	3	1530	0.0182758
1.02903	4	1	3	1530	0.0183364
1.02903	4	1	3	1530	0.0183238
1.02903	4	1	3	1530	0.0183113
1.02903	4	1	3	1530	0.0182987
1.02903	4	1	3	1530	0.0182861
1.02903	4	1	3	1530	0.0182736
1.02903	4	1	3	1530	0.018261
1.02903	4	1	3	1530	0.0182485
1.02903	4	1	3	1530	0.0182359
1.02903	4	1	3	1530	0.0182233
1.03003	2	5	3	1530	0.0196491
1.03003	2	5	3	1530	0.0196366
1.03003	2	5	3	1530	0.019624
1.03003	2	5	3	1530	0.0196114
1.03003	2	5	3	1530	0.0195989
1.03003	2	5	3	1530	0.0195863
1.03003	2	5	3	1530	0.0195738
1.03003	2	5	3	1530	0.0195612
1.03003	2	5	3	1530	0.0195486
1.03003	2	5	3	1530	0.0195361
1.03003	2	5	3	1530	0.0195235
1.03003	2	5	3	1530	0.019511
1.03003	2	5	3	1530	0.0194984
1.03003	2	4	3	1530	0.019673
1.03003	2	4	3	1530	0.0196604
1.03003	2	4	3	1530	0.0196479
1.03003	2	4	3	1530	0.0196353
1.03003	2	4	3	1530	0.0196228
1.03003	2	4	3	1530	0.0196102
1.03003	2	4	3	1530	0.0195976
1.03003	2	4	3	1530	0.0195851
1.03003	2	4	3	1530	0.0195725
1.03003	2	4	3	1530	0.01956
1.03003	2	4	3	1530	0.0195474
1.03003	2	4	3	1530	0.0195348
1.03003	2	4	3	1530	0.0195223
1.03003	2	3	3	1530	0.0199857
1.03003	2	3	3	1530	0.0199732
1.03003	2	3	3	1530	0.0199606
1.03003	2	3	3	1530	0.0199481
1.03003	2	3	3	1530	0.0199355
1.03003	2	3	3	1530	0.0199229
1.03003	2	3	3	1530	0.0199104
1.03003	2	3	3	1530	0.0198978
1.03003	2	3	3	1530	0.0198853
1.03003	2	2	3	1530	0.0199845
1.03003	2	2	3	1530	0.0199719
1.03003	2	2	3	1530	0.0199594
1.03003	2	2	3	1530	0.0199468
1.03003	2	2	3	1530	0.0199342
1.03003	2	2	3	1530	0.0199217
1.03003	2	2	3	1530	0.0199091
1.03003	2	2	3	1530	0.0198966
1.03003	2	2	3	1530	0.019884
1.03103	2	5	3	1530	0.0204858
1.03103	2	5	3	1530	0.0204733
1.03103	2	5	3	1530	0.0204607
1.03103	2	5	3	1530	0.0204482
1.03103	2	5	3	1530	0.0204356
1.03103	2	5	3	1530	0.020423
1.03103	2	5	3	1530	0.0204105
1.03103	2	5	3	1530	0.0203979
1.03103	2	5	3	1530	0.0203854
1.03103	2	5	3	1530	0.0203728
1.03103	2	5	3	1530	0.0203602
1.03103	2	5	3	1530	0.0203477
1.03103	2	4	3	1530	0.0205097
1.03103	2	4	3	1530	0.0204972
1.03103	2	4	3	1530	0.0204846
1.03103	2	4	3	1530	0.020472
1.03103	2	4	3	1530	0.0204595
1.03103	2	4	3	1530	0.0204469
1.03103	2	4	3	1530	0.0204344
1.03103	2	4	3	1530	0.0204218
1.03103	2	4	3	1530	0.0204092
1.03103	2	4	3	1530	0.0203967
1.03103	2	4	3	1530	0.0203841
1.03103	2	4	3	1530	0.0203716
1.03103	2	3	3	1530	0.0208727
1.03103	2	3	3	1530	0.0208601
1.03103	2	3	3	1530	0.0208476
1.03103	2	3	3	1530	0.020835
1.03103	2	3	3	1530	0.0208225
1.03103	2	3	3	1530	0.0208099
1.03103	2	3	3	1530	0.0207973
1.03103	2	3	3	1530	0.0207848
1.03103	2	3	3	1530	0.0207722
1.03103	2	1	3	1530	0.0209581
1.03103	2	1	3	1530	0.0209455
1.03103	2	1	3	1530	0.020933
1.03103	2	1	3	1530	0.0209204
1.03103	2	1	3	1530	0.0209079
1.03103	2	1	3	1530	0.0208953
1.03103	2	1	3	1530	0.0208827
1.03103	2	1	3	1530	0.0208702
1.03203	2	5	3	1530	0.0213351
1.03203	2	5	3	1530	0.0213226
1.03203	2	5	3	1530	0.02131
1.03203	2	5	3	1530	0.0212974
1.03203	2	5	3	1530	0.0212849
1.03203	2	5	3	1530	0.0212723
1.03203	2	5	3	1530	0.0212598
1.03203	2	5	3	1530	0.0212472
1.03203	2	5	3	1530	0.0212346
1.03203	2	5	3	1530	0.0212221
1.03203	2	5	3	1530	0.0212095
1.03203	2	5	3	1530	0.021197
1.03203	2	5	3	1530	0.0211844
1.03203	2	4	3	1530	0.021359
1.03203	2	4	3	1530	0.0213464
1.03203	2	4	3	1530	0.0213339
1.03203	2	4	3	1530	0.0213213
1.03203	2	4	3	1530	0.0213088
1.03203	2	4	3	1530	0.0212962
1.03203	2	4	3	1530	0.0212836
1.03203	2	4	3	1530	0.0212711
1.03203	2	4	3	1530	0.0212585
1.03203	2	4	3	1530	0.021246
1.03203	2	4	3	1530	0.0212334
1.03203	2	4	3	1530	0.0212208
1.03203	2	4	3	1530	0.0212083
1.03203	2	2	3	1530	0.0218714
1.03203	2	2	3	1530	0.0218589
1.03203	2	2	3	1530	0.0218463
1.03203	2	2	3	1530	0.0218338
1.03203	2	2	3	1530	0.0218212
1.03203	2	2	3	1530	0.0218086
1.03203	2	2	3	1530	0.0217961
1.03203	2	2	3	1530	0.0217835
1.03203	2	2	3	1530	0.021771
1.03203	2	1	3	1530	0.0218576
1.03203	2	1	3	1530	0.0218451
1.03203	2	1	3	1530	0.0218325
1.03203	2	1	3	1530	0.0218199
1.03203	2	1	3	1530	0.0218074
1.03203	2	1	3	1530	0.0217948
1.03203	2	1	3	1530	0.0217823
1.03203	2	1	3	1530	0.0217697
1.03203	2	1	3	1530	0.0217571
1.03303	2	5	3	1530	0.0221718
1.03303	2	5	3	1530	0.0221593
1.03303	2	5	3	1530	0.0221467
1.03303	2	5	3	1530	0.0221342
1.03303	2	5	3	1530	0.0221216
1.03303	2	5	3	1530	0.022109
1.03303	2	5	3	1530	0.0220965
1.03303	2	5	3	1530	0.0220839
1.03303	2	5	3	1530	0.0220714
1.03303	2	5	3	1530	0.0220588
1.03303	2	5	3	1530	0.0220462
1.03303	2	5	3	1530	0.0220337
1.03303	2	5	3	1530	0.0220211
1.03303	2	4	3	1530	0.0221957
1.03303	2	4	3	1530	0.0221832
1.03303	2	4	3	1530	0.0221706
1.03303	2	4	3	1530	0.022158
1.03303	2	4	3	1530	0.0221455
1.03303	2	4	3	1530	0.0221329
1.03303	2	4	3	1530	0.0221204
1.03303	2	4	3	1530	0.0221078
1.03303	2	4	3	1530	0.0220952
1.03303	2	4	3	1530	0.0220827
1.03303	2	4	3	1530	0.0220701
1.03303	2	4	3	1530	0.0220576
1.03303	2	4	3	1530	0.022045
1.03303	2	3	3	1530	0.0227597
1.03303	2	3	3	1530	0.0227471
1.03303	2	3	3	1530	0.0227345
1.03303	2	3	3	1530	0.022722
1.03303	2	3	3	1530	0.0227094
1.03303	2	3	3	1530	0.0226969
1.03303	2	3	3	1530	0.0226843
1.03303	2	3	3	1530	0.0226717
1.03303	2	2	3	1530	0.0227584
1.03303	2	2	3	1530	0.0227458
1.03303	2	2	3	1530	0.0227333
1.03303	2	2	3	1530	0.0227207
1.03303	2	2	3	1530	0.0227082
1.03303	2	2	3	1530	0.0226956
1.03303	2	2	3	1530	0.022683
1.03303	2	2	3	1530	0.0226705
1.03403	2	5	3	1530	0.0230086
1.03403	2	5	3	1530	0.022996
1.03403	2	5	3	1530	0.0229834
1.03403	2	5	3	1530	0.0229709
1.03403	2	5	3	1530	0.0229583
1.03403	2	5	3	1530	0.0229458
1.03403	2	5	3	1530	0.0229332
1.03403	2	5	3	1530	0.0229206
1.03403	2	5	3	1530	0.0229081
1.03403	2	5	3	1530	0.0228955
1.03403	2	5	3	1530	0.022883
1.03403	2	5	3	1530	0.0228704
1.03403	2	5	3	1530	0.0228578
1.03403	2	4	3	1530	0.0230324
1.03403	2	4	3	1530	0.0230199
1.03403	2	4	3	1530	0.0230073
1.03403	2	4	3	1530	0.0229948
1.03403	2	4	3	1530	0.0229822
1.03403	2	4	3	1530	0.0229696
1.03403	2	4	3	1530	0.0229571
1.03403	2	4	3	1530	0.0229445
1.03403	2	4	3	1530	0.022932
1.03403	2	4	3	1530	0.0229194
1.03403	2	4	3	1530	0.0229068
1.03403	2	4	3	1530	0.0228943
1.03403	2	4	3	1530	0.0228817
1.03403	2	3	3	1530	0.0236592
1.03403	2	3	3	1530	0.0236466
1.03403	2	3	3	1530	0.0236341
1.03403	2	3	3	1530	0.0236215
1.03403	2	3	3	1530	0.0236089
1.03403	2	3	3	1530	0.0235964
1.03403	2	3	3	1530	0.0235838
1.03403	2	3	3	1530	0.0235713
1.03403	2	3	3	1530	0.0235587
1.03403	2	1	3	1530	0.0237446
1.03403	2	1	3	1530	0.023732
1.03403	2	1	3	1530	0.0237195
1.03403	2	1	3	1530	0.0237069
1.03403	2	1	3	1530	0.0236943
1.03403	2	1	3	1530	0.0236818
1.03403	2	1	3	1530	0.0236692
1.03403	2	1	3	1530	0.0236567
1.03403	2	1	3	1530	0.0236441
1.03503	2	3	3	1530	0.0245461
1.03503	2	3	3	1530	0.0245336
1.03503	2	3	3	1530	0.024521
1.03503	2	3	3	1530	0.0245085
1.03503	2	3	3	1530	0.0244959
1.03503	2	3	3	1530	0.0244833
1.03503	2	3	3	1530	0.0244708
1.03503	2	3	3	1530	0.0244582
1.03503	2	2	3	1530	0.0246579
1.03503	2	2	3	1530	0.0246454
1.03503	2	2	3	1530	0.0246328
1.03503	2	2	3	1530	0.0246202
1.03503	2	2	3	1530	0.0246077
1.03503	2	2	3	1530	0.0245951
1.03503	2	2	3	1530	0.0245826
1.03503	2	2	3	1530	0.02457
1.03503	2	2	3	1530	0.0245574
1.04139	4	5	3	1530	0.0308367
1.04139	4	5	3	1530	0.0308242
1.04139	4	5	3	1530	0.0308116
1.04139	4	5	3	1530	0.030799
1.04139	4	5	3	1530	0.0307865
1.04139	4	5	3	1530	0.0307739
1.04139	4	5	3	1530	0.0307614
1.04153	4	4	3	1530	0.0311918
1.04153	4	4	3	1530	0.0311793
1.04181	4	2	3	1530	0.0317388
1.04196	4	1	3	1530	0.0311394
1.04196	4	1	3	1530	0.0311268
1.04196	4	1	3	1530	0.0311142
1.04196	4	1	3	1530	0.0311017
1.04196	4	1	3	1530	0.0310891
1.04196	4	1	3	1530	0.0310766
1.04196	4	1	3	1530	0.031064
1.04196	4	1	3	1530	0.0310514
1.04196	4	1	3	1530	0.0310389
1.04196	4	1	3	1530	0.0310263
1.04196	4	1	3	1530	0.0310138
1.04203	2	5	3	1530	0.0308453
1.04203	2	5	3	1530	0.0308327
1.04203	2	5	3	1530	0.0308202
1.04203	2	5	3	1530	0.0308076
1.04203	2	5	3	1530	0.030795
1.04203	2	5	3	1530	0.0307825
1.04203	2	5	3	1530	0.0307699
1.04203	2	5	3	1530	0.0307574
1.04203	2	5	3	1530	0.0307448
1.04203	2	5	3	1530	0.0307322
1.04203	2	5	3	1530	0.0307197
1.04203	2	5	3	1530	0.0307071
1.04203	2	5	3	1530	0.0306946
1.04203	2	5	3	1530	0.030682
1.04203	2	5	3	1530	0.0306694
1.04203	2	5	3	1530	0.0306569
1.04203	2	5	3	1530	0.0306443
1.04203	2	5	3	1530	0.0306318
1.04203	2	5	3	1530	0.0306192
1.04203	2	5	3	1530	0.0306066
1.04203	2	5	3	1530	0.0305941
1.04203	2	5	3	1530	0.0305815
1.04203	2	5	3	1530	0.030569
1.04203	2	5	3	1530	0.0305564
1.04203	2	5	3	1530	0.0305438
1.04203	2	5	3	1530	0.0305313
1.04203	2	5	3	1530	0.0305187
1.04203	2	5	3	1530	0.0305062
1.04203	2	5	3	1530	0.0304936
1.04203	2	5	3	1530	0.030481
1.04203	2	5	3	1530	0.0304685
1.04203	2	5	3	1530	0.0304559
1.04203	2	5	3	1530	0.0304434
1.04203	2	5	3	1530	0.0304308
1.04203	2	5	3	1530	0.0304182
1.04203	2	5	3	1530	0.0304057
1.04203	2	5	3	1530	0.0303931
1.04203	2	5	3	1530	0.0303806
1.04203	2	5	3	1530	0.030368
1.04203	2	5	3	1530	0.0303554
1.04203	2	5	3	1530	0.0303429
1.04203	2	5	3	1530	0.0303303
1.04203	2	4	3	1530	0.0308692
1.04203	2	4	3	1530	0.0308566
1.04203	2	4	3	1530	0.030844
1.04203	2	4	3	1530	0.0308315
1.04203	2	4	3	1530	0.0308189
1.04203	2	4	3	1530	0.0308064
1.04203	2	4	3	1530	0.0307938
1.04203	2	4	3	1530	0.0307812
1.04203	2	4	3	1530	0.0307687
1.04203	2	4	3	1530	0.0307561
1.04203	2	4	3	1530	0.0307436
1.04203	2	4	3	1530	0.030731
1.04203	2	4	3	1530	0.0307184
1.04203	2	4	3	1530	0.0307059
1.04203	2	4	3	1530	0.0306933
1.04203	2	4	3	1530	0.0306808
1.04203	2	4	3	1530	0.0306682
1.04203	2	4	3	1530	0.0306556
1.04203	2	4	3	1530	0.0306431
1.04203	2	4	3	1530	0.0306305
1.04203	2	4	3	1530	0.030618
1.04203	2	4	3	1530	0.0306054
1.04203	2	4	3	1530	0.0305928
1.04203	2	4	3	1530	0.0305803
1.04203	2	4	3	1530	0.0305677
1.04203	2	4	3	1530	0.0305552
1.04203	2	4	3	1530	0.0305426
1.04203	2	4	3	1530	0.03053
1.04203	2	4	3	1530	0.0305175
1.04203	2	4	3	1530	0.0305049
1.04203	2	4	3	1530	0.0304924
1.04203	2	4	3	1530	0.0304798
1.04203	2	4	3	1530	0.0304672
1.04203	2	4	3	1530	0.0304547
1.04203	2	4	3	1530	0.0304421
1.04203	2	4	3	1530	0.0304296
1.04203	2	4	3	1530	0.030417
1.04203	2	4	3	1530	0.0304044
1.04203	2	4	3	1530	0.0303919
1.04203	2	4	3	1530	0.0303793
1.04203	2	4	3	1530	0.0303668
1.04203	2	4	3	1530	0.0303542
1.04203	2	3	3	1530	0.0314457
1.04203	2	3	3	1530	0.0314331
1.04203	2	3	3	1530	0.0314205
1.04203	2	3	3	1530	0.031408
1.04203	2	3	3	1530	0.0313954
1.04203	2	3	3	1530	0.0313829
1.04203	2	3	3	1530	0.0313703
1.04203	2	3	3	1530	0.0313577
1.04203	2	3	3	1530	0.0313452
1.04203	2	3	3	1530	0.0313326
1.04203	2	3	3	1530	0.0313201
1.04239	4	5	3	1530	0.0317488
1.04239	4	5	3	1530	0.0317362
1.04239	4	5	3	1530	0.0317237
1.04239	4	5	3	1530	0.0317111
1.04239	4	5	3	1530	0.0316986
1.04239	4	5	3	1530	0.031686
1.04239	4	5	3	1530	0.0316734
1.0426	4	4	3	1530	0.0322381
1.0426	4	4	3	1530	0.0322256
1.0426	4	4	3	1530	0.032213
1.0426	4	4	3	1530	0.0322005
1.0426	4	4	3	1530	0.0321879
1.04289	4	2	3	1530	0.0327977
1.04303	2	3	3	1530	0.0323075
1.04303	2	3	3	1530	0.0322949
1.04303	2	3	3	1530	0.0322824
1.04303	2	3	3	1530	0.0322698
1.04303	2	3	3	1530	0.0322573
1.04303	2	3	3	1530	0.0322447
1.04303	2	3	3	1530	0.0322321
1.04303	2	3	3	1530	0.0322196
1.04303	2	3	3	1530	0.032207
1.04303	2	3	3	1530	0.0321945
1.04303	2	3	3	1530	0.0321819
1.04303	2	3	3	1530	0.0321693
1.04303	2	3	3	1530	0.0321568
1.04303	2	3	3	1530	0.0321442
1.04303	2	3	3	1530	0.0321317
1.04303	2	3	3	1530	0.0321191
1.04303	2	3	3	1530	0.0321065
1.04303	2	3	3	1530	0.032094
1.04303	4	1	3	1530	0.0320726
1.04303	4	1	3	1530	0.0320601
1.04303	4	1	3	1530	0.0320475
1.04303	4	1	3	1530	0.0320349
1.04303	4	1	3	1530	0.0320224
1.04303	4	1	3	1530	0.0320098
1.04303	4	1	3	1530	0.0319973
1.04303	4	1	3	1530	0.0319847
1.04303	4	1	3	1530	0.0319721
1.04303	4	1	3	1530	0.0319596
1.04339	4	5	3	1530	0.0326609
1.04339	4	5	3	1530	0.0326483
1.04339	4	5	3	1530	0.0326358
1.04339	4	5	3	1530	0.0326232
1.04339	4	5	3	1530	0.0326106
1.04339	4	5	3	1530	0.0325981
1.04339	4	5	3	1530	0.0325855
1.0436	4	4	3	1530	0.0331753
1.0436	4	4	3	1530	0.0331628
1.0436	4	4	3	1530	0.0331502
1.0436	4	4	3	1530	0.0331377
1.04403	4	1	3	1530	0.032947
1.04403	4	1	3	1530	0.0329345
1.04403	4	1	3	1530	0.0329219
1.04403	4	1	3	1530	0.0329093
1.04403	4	1	3	1530	0.0328968
1.04403	4	1	3	1530	0.0328842
1.04403	4	1	3	1530	0.0328717
1.04403	4	1	3	1530	0.0328591
1.04403	4	1	3	1530	0.0328465
1.04403	4	1	3	1530	0.032834
1.04403	4	1	3	1530	0.0328214
1.04439	4	5	3	1530	0.033573
1.04439	4	5	3	1530	0.0335604
1.04439	4	5	3	1530	0.0335478
1.04439	4	5	3	1530	0.0335353
1.04439	4	5	3	1530	0.0335227
1.04439	4	5	3	1530	0.0335102
1.0446	4	4	3	1530	0.0341251
1.0446	4	4	3	1530	0.0341125
1.0446	4	4	3	1530	0.0341
1.0446	4	4	3	1530	0.0340874
1.04489	4	2	3	1530	0.0347851
1.04503	2	1	3	1530	0.0346315
1.04503	2	1	3	1530	0.034619
1.04503	2	1	3	1530	0.0346064
1.04503	2	1	3	1530	0.0345939
1.04503	2	1	3	1530	0.0345813
1.04503	2	1	3	1530	0.0345687
1.04503	2	1	3	1530	0.0345562
1.04503	2	1	3	1530	0.0345436
1.04503	2	1	3	1530	0.0345311
1.04503	2	1	3	1530	0.0345185
1.04503	2	1	3	1530	0.0345059
1.04503	2	1	3	1530	0.0344934
1.04503	2	1	3	1530	0.0344808
1.04503	2	1	3	1530	0.0344683
1.04503	2	1	3	1530	0.0344557
1.04503	2	1	3	1530	0.0344431
1.04503	2	1	3	1530	0.0344306
1.04503	2	1	3	1530	0.034418
1.04503	2	1	3	1530	0.0344055
1.04503	2	1	3	1530	0.0343929
1.04503	2	1	3	1530	0.0343803
1.04503	2	1	3	1530	0.0343678
1.04503	2	1	3	1530	0.0343552
1.04503	2	1	3	1530	0.0343427
1.04503	2	1	3	1530	0.0343301
1.04503	2	1	3	1530	0.0343175
1.04503	2	1	3	1530	0.034305
1.04503	2	1	3	1530	0.0342924
1.04503	2	1	3	1530	0.0342799
1.04503	2	1	3	1530	0.0342673
1.04503	2	1	3	1530	0.0342547
1.04503	2	1	3	1530	0.0342422
1.04503	2	1	3	1530	0.0342296
1.04503	2	1	3	1530	0.0342171
1.04503	2	1	3	1530	0.0342045
1.04503	2	1	3	1530	0.0341919
1.04503	2	1	3	1530	0.0341794
1.04503	2	1	3	1530	0.0341668
1.04503	2	1	3	1530	0.0341543
1.04503	2	1	3	1530	0.0341417
1.04503	2	1	3	1530	0.0341291
1.04503	2	1	3	1530	0.0341166
1.04503	4	1	3	1530	0.0338089
1.04503	4	1	3	1530	0.0337963
1.04503	4	1	3	1530	0.0337837
1.04503	4	1	3	1530	0.0337712
1.04503	4	1	3	1530	0.0337586
1.04503	4	1	3	1530	0.0337461
1.04503	4	1	3	1530	0.0337335
1.04503	4	1	3	1530	0.0337209
1.04503	4	1	3	1530	0.0337084
1.04503	4	1	3	1530	0.0336958
1.04539	4	5	3	1530	0.0344976
1.04539	4	5	3	1530	0.034485
1.04539	4	5	3	1530	0.0344725
1.04539	4	5	3	1530	0.0344599
1.04539	4	5	3	1530	0.0344474
1.04539	4	5	3	1530	0.0344348
1.04539	4	5	3	1530	0.0344222
1.0456	4	4	3	1530	0.0350749
1.0456	4	4	3	1530	0.0350623
1.0456	4	4	3	1530	0.0350497
1.0456	4	4	3	1530	0.0350372
1.04589	4	2	3	1530	0.0357725
1.04603	2	2	3	1530	0.0355449
1.04603	2	2	3	1530	0.0355323
1.04603	2	2	3	1530	0.0355198
1.04603	2	2	3	1530	0.0355072
1.04603	2	2	3	1530	0.0354946
1.04603	2	2	3	1530	0.0354821
